genome	pulid	protein_id	contig	start	end	strand	dist	protein_name	sus	hmm	active
GCF_004368785.1_ASM436878v1	PUL1	NZ_SODM01000001.1_183	NZ_SODM01000001.1	190221	191696	-	0	NZ_SODM01000001.1_183	susD		
GCF_004368785.1_ASM436878v1	PUL1	NZ_SODM01000001.1_184	NZ_SODM01000001.1	191708	195436	-	12	NZ_SODM01000001.1_184	susC		
GCF_004368785.1_ASM436878v1	PUL2	NZ_SODM01000001.1_284	NZ_SODM01000001.1	317497	319227	-	122061	NZ_SODM01000001.1_284		GH43_12	
GCF_004368785.1_ASM436878v1	PUL2	NZ_SODM01000001.1_285	NZ_SODM01000001.1	319628	321004	-	401	NZ_SODM01000001.1_285		GH109	
GCF_004368785.1_ASM436878v1	PUL2	NZ_SODM01000001.1_286	NZ_SODM01000001.1	321042	322139	-	38	NZ_SODM01000001.1_286			
GCF_004368785.1_ASM436878v1	PUL2	NZ_SODM01000001.1_287	NZ_SODM01000001.1	322377	323246	-	238	NZ_SODM01000001.1_287			
GCF_004368785.1_ASM436878v1	PUL2	NZ_SODM01000001.1_288	NZ_SODM01000001.1	323273	324673	-	27	NZ_SODM01000001.1_288			
GCF_004368785.1_ASM436878v1	PUL2	NZ_SODM01000001.1_289	NZ_SODM01000001.1	324700	326172	-	27	NZ_SODM01000001.1_289	susD		
GCF_004368785.1_ASM436878v1	PUL2	NZ_SODM01000001.1_290	NZ_SODM01000001.1	326183	329437	-	11	NZ_SODM01000001.1_290	susC		
GCF_004368785.1_ASM436878v1	PUL3	NZ_SODM01000001.1_348	NZ_SODM01000001.1	386278	388452	-	56841	NZ_SODM01000001.1_348		GH55	
GCF_004368785.1_ASM436878v1	PUL3	NZ_SODM01000001.1_349	NZ_SODM01000001.1	388631	390643	-	179	NZ_SODM01000001.1_349	susD		
GCF_004368785.1_ASM436878v1	PUL3	NZ_SODM01000001.1_350	NZ_SODM01000001.1	390657	394016	-	14	NZ_SODM01000001.1_350	susC		
GCF_004368785.1_ASM436878v1	PUL4	NZ_SODM01000001.1_407	NZ_SODM01000001.1	446679	448505	-	52663	NZ_SODM01000001.1_407		PL11_1	
GCF_004368785.1_ASM436878v1	PUL4	NZ_SODM01000001.1_408	NZ_SODM01000001.1	448825	450951	-	320	NZ_SODM01000001.1_408			
GCF_004368785.1_ASM436878v1	PUL4	NZ_SODM01000001.1_409	NZ_SODM01000001.1	451288	454689	-	337	NZ_SODM01000001.1_409			
GCF_004368785.1_ASM436878v1	PUL4	NZ_SODM01000001.1_410	NZ_SODM01000001.1	454930	456282	+	241	NZ_SODM01000001.1_410		CE12	
GCF_004368785.1_ASM436878v1	PUL4	NZ_SODM01000001.1_411	NZ_SODM01000001.1	456282	459152	+	0	NZ_SODM01000001.1_411		GH2	
GCF_004368785.1_ASM436878v1	PUL4	NZ_SODM01000001.1_412	NZ_SODM01000001.1	459204	459323	-	52	NZ_SODM01000001.1_412			
GCF_004368785.1_ASM436878v1	PUL4	NZ_SODM01000001.1_413	NZ_SODM01000001.1	459363	460868	+	40	NZ_SODM01000001.1_413		CE12	
GCF_004368785.1_ASM436878v1	PUL4	NZ_SODM01000001.1_414	NZ_SODM01000001.1	461133	462461	-	265	NZ_SODM01000001.1_414		GH28	
GCF_004368785.1_ASM436878v1	PUL4	NZ_SODM01000001.1_415	NZ_SODM01000001.1	462505	463575	-	44	NZ_SODM01000001.1_415		GH117	
GCF_004368785.1_ASM436878v1	PUL4	NZ_SODM01000001.1_416	NZ_SODM01000001.1	463695	465218	-	120	NZ_SODM01000001.1_416			
