genome	pulid	contigid	start	end	pattern
GCF_001428525.1_Root186	PUL1	NZ_LMHW01000001.1	32000	37400	susC-susD
GCF_001428525.1_Root186	PUL2	NZ_LMHW01000001.1	69723	82984	susC-unk-unk-unk-unk-susD-susC
GCF_001428525.1_Root186	PUL3	NZ_LMHW01000001.1	199405	242303	GH2-GH2;CBM57-GH138-unk-GH33-GH78;CBM67-GH142-GH95-unk-unk-CBM67;GH78-GH143-GH43_18-GH28-GH140-PL29-PL1_2-unk-PL1_2-susD-susC
GCF_001428525.1_Root186	PUL4	NZ_LMHW01000001.1	310268	315322	susD-susC
GCF_001428525.1_Root186	PUL5	NZ_LMHW01000001.1	343921	360532	PL29-unk-susC-susD-GH88-GH2-GH2
GCF_001428525.1_Root186	PUL6	NZ_LMHW01000001.1	371905	385984	GH43_34;GH43_19-GH27-GH2-GH30_4-GH30_4-susD-susC
GCF_001428525.1_Root186	PUL7	NZ_LMHW01000001.1	411051	429126	CE12-GH28-PL10_1;CE8-GH43_10-GH105-GH105-GH105-unk-CE10-susD-susC-GH28
GCF_001428525.1_Root186	PUL8	NZ_LMHW01000001.1	500806	508937	GH97-GH99-susD-susC
GCF_001428525.1_Root186	PUL9	NZ_LMHW01000001.1	586578	614595	GH32-unk-susD-susC-GH32-unk-unk-GH95-GH51-GH28-GH28-unk-unk-GH2
GCF_001428525.1_Root186	PUL10	NZ_LMHW01000001.1	622627	634746	GH92-GH92-susD-susC-GH89
GCF_001428525.1_Root186	PUL11	NZ_LMHW01000003.1	53491	68970	GH16-GH10-unk-susD-susC-unk-GH3
GCF_001428525.1_Root186	PUL12	NZ_LMHW01000004.1	15955	29333	susC-susD-GH2-GH92-GH92-GH125
GCF_001428525.1_Root186	PUL13	NZ_LMHW01000010.1	91998	96719	susD-susC
GCF_001428525.1_Root186	PUL14	NZ_LMHW01000010.1	226262	238865	susC-unk-susC-susD-unk-susC
GCF_001428525.1_Root186	PUL15	NZ_LMHW01000010.1	304173	309187	susC-susD
GCF_001428525.1_Root186	PUL16	NZ_LMHW01000010.1	366010	396790	GH36-unk-unk-susC-susD-GH2-GH95-GH92-unk-unk-unk-unk-GH97-unk-susC
GCF_001428525.1_Root186	PUL17	NZ_LMHW01000010.1	673598	697944	CE2-unk-GH3-unk-GH5_7-GH26-unk-unk-GH130-unk-GH26-unk-susC-susD-unk-GH27-GH5_2
GCF_001428525.1_Root186	PUL18	NZ_LMHW01000010.1	826217	835985	susC-susD-unk-unk-unk-GH109
GCF_001428525.1_Root186	PUL19	NZ_LMHW01000010.1	994835	999504	susD-susC
GCF_001428525.1_Root186	PUL20	NZ_LMHW01000010.1	1024380	1028763	susD-susC
GCF_001428525.1_Root186	PUL21	NZ_LMHW01000010.1	1042628	1047243	susD-susC
GCF_001428525.1_Root186	PUL22	NZ_LMHW01000010.1	1199378	1219777	susC-susD-GH18-susC-susD-unk-GH20-GH18
GCF_001428525.1_Root186	PUL23	NZ_LMHW01000011.1	31440	61689	susC-susD-unk-GH10-GH35-unk-unk-unk-susC-susD-GH5_13-GH43_18-GH2-GH43_26-unk-GH43_31
GCF_001428525.1_Root186	PUL24	NZ_LMHW01000011.1	63831	97003	GH29;CBM32-unk-unk-unk-GH92-unk-GH130-CBM9-unk-unk-GH2-GH20-GH29-GH92-GH3-susC-susD-GH33
GCF_001428525.1_Root186	PUL25	NZ_LMHW01000011.1	177170	187416	susC-susD-GH10-unk-GH50-GH2
GCF_001428525.1_Root186	PUL26	NZ_LMHW01000013.1	141431	149245	GH8-unk-susD-susC
GCF_001428525.1_Root186	PUL27	NZ_LMHW01000013.1	218540	223159	susD-susC
GCF_001428525.1_Root186	PUL28	NZ_LMHW01000013.1	510481	523216	CBM32;GH43_28-unk-GH3-CE1-GH144-unk-susD-susC
GCF_001428525.1_Root186	PUL29	NZ_LMHW01000013.1	574949	587581	susC-susD-GH130-unk-unk-GH13_23-GH13_38
GCF_001428525.1_Root186	PUL30	NZ_LMHW01000013.1	751890	760556	GH16-GH16-unk-susD-susC
GCF_001428525.1_Root186	PUL31	NZ_LMHW01000014.1	155633	168850	susC-susD-unk-GH13-GH97-GH13;CBM26
GCF_001428525.1_Root186	PUL32	NZ_LMHW01000014.1	267749	283421	GH51-GH127-GH43_5-GH43_29-GH43_4-GH51-GH43_5-susD-susC
GCF_001428525.1_Root186	PUL33	NZ_LMHW01000015.1	47102	67355	GH13_19-GH13_20-GH97-GH65-unk-unk-unk-susC-susD-unk-GH13_10
GCF_001428525.1_Root186	PUL34	NZ_LMHW01000015.1	262491	280142	susC-susD-unk-GH30_1-GH30_1-GH30_3-CBM6;GH5_46-GH16-unk-GH30_3-GH3
GCF_001428525.1_Root186	PUL35	NZ_LMHW01000016.1	170464	175180	susC-susD
GCF_001428525.1_Root186	PUL36	NZ_LMHW01000016.1	287142	312558	GH95-unk-GH5_4-GH3-GH39-GH3-GH97-GH31-GH2-unk-susD-susC
GCF_001428525.1_Root186	PUL37	NZ_LMHW01000017.1	186179	191394	susD-susC
GCF_001428525.1_Root186	PUL38	NZ_LMHW01000017.1	260613	265074	susC-susD
