genome	pulid	contigid	start	end	pattern
GCF_900143245.1_IMG-taxon_2695420925_annotated_assembly	PUL1	NZ_FRDK01000001.1	139969	158416	GH13_10-unk-susD-susC-unk-unk-unk-unk-GH65-GH13_20-GH13_19
GCF_900143245.1_IMG-taxon_2695420925_annotated_assembly	PUL2	NZ_FRDK01000002.1	124853	129242	susC-susD
GCF_900143245.1_IMG-taxon_2695420925_annotated_assembly	PUL3	NZ_FRDK01000003.1	39523	44000	susC-susD
GCF_900143245.1_IMG-taxon_2695420925_annotated_assembly	PUL4	NZ_FRDK01000003.1	348496	353086	susC-susD
GCF_900143245.1_IMG-taxon_2695420925_annotated_assembly	PUL5	NZ_FRDK01000005.1	61319	65926	susD-susC
GCF_900143245.1_IMG-taxon_2695420925_annotated_assembly	PUL6	NZ_FRDK01000005.1	144414	149067	susC-susD
GCF_900143245.1_IMG-taxon_2695420925_annotated_assembly	PUL7	NZ_FRDK01000007.1	156709	168989	GH97-GH3-CE1-unk-GH144-susD-susC
GCF_900143245.1_IMG-taxon_2695420925_annotated_assembly	PUL8	NZ_FRDK01000009.1	48658	53465	susD-susC
GCF_900143245.1_IMG-taxon_2695420925_annotated_assembly	PUL9	NZ_FRDK01000011.1	10145	14622	susD-susC
GCF_900143245.1_IMG-taxon_2695420925_annotated_assembly	PUL10	NZ_FRDK01000017.1	21223	25703	susD-susC
