genome	pulid	contigid	start	end	pattern
GCF_900110375.1_IMG-taxon_2619618873_annotated_assembly	PUL1	NZ_FODN01000001.1	183892	188624	susD-susC
GCF_900110375.1_IMG-taxon_2619618873_annotated_assembly	PUL2	NZ_FODN01000001.1	264863	278568	CE12-GH28-PL10_1;CE8-GH105-unk-CE10-susD-susC-GH28
GCF_900110375.1_IMG-taxon_2619618873_annotated_assembly	PUL3	NZ_FODN01000002.1	23520	28725	susD-susC
GCF_900110375.1_IMG-taxon_2619618873_annotated_assembly	PUL4	NZ_FODN01000002.1	499448	524580	GH3-unk-unk-unk-susD-susC-unk-unk-unk-CE1-unk-unk-GH20
GCF_900110375.1_IMG-taxon_2619618873_annotated_assembly	PUL5	NZ_FODN01000002.1	554232	559151	susD-susC
GCF_900110375.1_IMG-taxon_2619618873_annotated_assembly	PUL6	NZ_FODN01000002.1	623060	627539	susD-susC
GCF_900110375.1_IMG-taxon_2619618873_annotated_assembly	PUL7	NZ_FODN01000003.1	114042	118824	susC-susD
GCF_900110375.1_IMG-taxon_2619618873_annotated_assembly	PUL8	NZ_FODN01000006.1	71261	82284	susC-susD-unk-GH16-GH3-GH16
GCF_900110375.1_IMG-taxon_2619618873_annotated_assembly	PUL9	NZ_FODN01000008.1	37792	55971	GH13_19-GH13_20-unk-GH65-unk-unk-unk-susC-susD-unk-GH13_10
GCF_900110375.1_IMG-taxon_2619618873_annotated_assembly	PUL10	NZ_FODN01000009.1	75194	79910	susD-susC
GCF_900110375.1_IMG-taxon_2619618873_annotated_assembly	PUL11	NZ_FODN01000013.1	10011	14501	susD-susC
