genome	pulid	contigid	start	end	pattern
GCF_903819445.1_CIP110025	PUL1	NZ_CAIJDO010000049.1	714	11642	GH3-GH3-GH30_1-susD-susC
GCF_903819445.1_CIP110025	PUL2	NZ_CAIJDO010000050.1	23413	66021	susC-susD-PL1_2-unk-PL1_2-unk-GH140-GH28-GH43_18-GH143-GH78;CBM67-unk-GH95-GH142-GH78;CBM67-GH33-unk-GH138-CBM57;GH2-GH2
GCF_903819445.1_CIP110025	PUL3	NZ_CAIJDO010000052.1	8507	13243	susD-susC
GCF_903819445.1_CIP110025	PUL4	NZ_CAIJDO010000053.1	9927	24567	GH43_26-GH43_5-GH146-GH43_29-GH43_4-GH51-GH43_5-susD-susC
GCF_903819445.1_CIP110025	PUL5	NZ_CAIJDO010000054.1	6410	10828	susC-susD
GCF_903819445.1_CIP110025	PUL6	NZ_CAIJDO010000056.1	15182	19698	susD-susC
GCF_903819445.1_CIP110025	PUL7	NZ_CAIJDO010000056.1	31628	36351	susD-susC
GCF_903819445.1_CIP110025	PUL8	NZ_CAIJDO010000057.1	1975	18662	susC-susD-GH30_4-GH30_4-GH2-GH27-GH51-GH43_34;GH43_19
GCF_903819445.1_CIP110025	PUL9	NZ_CAIJDO010000064.1	43833	70996	GH95-unk-GH43_9-unk-GH5_4-GH5_4-GH3-GH39-GH97-GH31-GH2-unk-susD-susC
GCF_903819445.1_CIP110025	PUL10	NZ_CAIJDO010000066.1	4406	17423	susC-susD-unk-unk-susC-susD
GCF_903819445.1_CIP110025	PUL11	NZ_CAIJDO010000066.1	28688	33684	susD-susC
GCF_903819445.1_CIP110025	PUL12	NZ_CAIJDO010000070.1	253	4890	susC-susD
GCF_903819445.1_CIP110025	PUL13	NZ_CAIJDO010000070.1	26021	45581	susC-susD-unk-GH43_10-GH105-GH28-CBM6;CE8-GH28;CBM6-CE10-CE12
GCF_903819445.1_CIP110025	PUL14	NZ_CAIJDO010000082.1	12576	17565	susD-susC
GCF_903819445.1_CIP110025	PUL15	NZ_CAIJDO010000093.1	5304	10004	susD-susC
GCF_903819445.1_CIP110025	PUL16	NZ_CAIJDO010000098.1	1740	13785	GH43_28;CBM32-unk-GH3-CE1-GH144-susD-susC
GCF_903819445.1_CIP110025	PUL17	NZ_CAIJDO010000103.1	15613	26059	susC-susD-unk-GH53-GH53-GH2
GCF_903819445.1_CIP110025	PUL18	NZ_CAIJDO010000112.1	50449	69935	GH13_10-unk-susD-susC-unk-unk-unk-GH65-GH97-unk-GH13_20
GCF_903819445.1_CIP110025	PUL19	NZ_CAIJDO010000113.1	269	23972	GH16-CBM62;GH128-susD-susC-GH105-GH154-unk-GH2-GH39
GCF_903819445.1_CIP110025	PUL20	NZ_CAIJDO010000116.1	29571	34204	susD-susC
GCF_903819445.1_CIP110025	PUL21	NZ_CAIJDO010000118.1	2295	31399	GH92-unk-GH130-CBM9-GH18-unk-unk-GH20-GH35-GH29-GH92-GH3-susC-susD-unk-GH33
GCF_903819445.1_CIP110025	PUL22	NZ_CAIJDO010000124.1	10976	15645	susC-susD
GCF_903819445.1_CIP110025	PUL23	NZ_CAIJDO010000130.1	40808	45867	susC-susD
GCF_903819445.1_CIP110025	PUL24	NZ_CAIJDO010000133.1	12714	17168	susD-susC
GCF_903819445.1_CIP110025	PUL25	NZ_CAIJDO010000134.1	30195	34869	susD-susC
GCF_903819445.1_CIP110025	PUL26	NZ_CAIJDO010000140.1	1887	11436	susD-susC-susD-susC
GCF_903819445.1_CIP110025	PUL27	NZ_CAIJDO010000141.1	1494	6561	susC-susD
GCF_903819445.1_CIP110025	PUL28	NZ_CAIJDO010000142.1	10250	14895	susD-susC
GCF_903819445.1_CIP110025	PUL29	NZ_CAIJDO010000143.1	9673	33029	susC-susD-unk-unk-unk-unk-PL11_1-unk-unk-CE12-GH2-CE12
GCF_903819445.1_CIP110025	PUL30	NZ_CAIJDO010000145.1	18844	23603	susD-susC
GCF_903819445.1_CIP110025	PUL31	NZ_CAIJDO010000146.1	23639	33786	CE8-unk-susD-susC
GCF_903819445.1_CIP110025	PUL32	NZ_CAIJDO010000148.1	2534	7479	susC-susD
GCF_903819445.1_CIP110025	PUL33	NZ_CAIJDO010000149.1	2038	6804	susC-susD
GCF_903819445.1_CIP110025	PUL34	NZ_CAIJDO010000163.1	2554	7774	susD-susC
GCF_903819445.1_CIP110025	PUL35	NZ_CAIJDO010000170.1	6870	15545	susC-susD-unk-GH16-GH16
GCF_903819445.1_CIP110025	PUL36	NZ_CAIJDO010000191.1	20813	31062	susC-susD-GH18-unk-GH20
GCF_903819445.1_CIP110025	PUL37	NZ_CAIJDO010000192.1	719	22065	GH89-unk-susC-susD-GH92-GH92-unk-unk-unk-GH28-GH29
GCF_903819445.1_CIP110025	PUL38	NZ_CAIJDO010000204.1	5215	13383	GH5_2-GH27-unk-susD-susC
GCF_903819445.1_CIP110025	PUL39	NZ_CAIJDO010000210.1	2022	7094	susD-susC
GCF_903819445.1_CIP110025	PUL40	NZ_CAIJDO010000234.1	12772	17972	susD-susC
GCF_903819445.1_CIP110025	PUL41	NZ_CAIJDO010000243.1	7767	17960	GH35-GH10-unk-susD-susC
GCF_903819445.1_CIP110025	PUL42	NZ_CAIJDO010000264.1	99	10405	susC-susD-unk-susC-susD
