genome	pulid	contigid	start	end	pattern
GCF_001427905.1_Root420	PUL1	NZ_LMEF01000001.1	280938	293662	GH43_28;CBM32-unk-unk-GH3-CE1-GH144-unk-susD-susC
GCF_001427905.1_Root420	PUL2	NZ_LMEF01000001.1	501332	510079	GH16-GH16-unk-susD-susC
GCF_001427905.1_Root420	PUL3	NZ_LMEF01000001.1	571749	576394	susC-susD
GCF_001427905.1_Root420	PUL4	NZ_LMEF01000002.1	9657	14353	susD-susC
GCF_001427905.1_Root420	PUL5	NZ_LMEF01000003.1	5304	9913	susC-susD
GCF_001427905.1_Root420	PUL6	NZ_LMEF01000003.1	20244	45149	GH146-unk-unk-GH42-GH43_34;CBM32-unk-GH36-unk-unk-unk-susC-susD
GCF_001427905.1_Root420	PUL7	NZ_LMEF01000003.1	62827	100639	susC-susD-unk-GH5_4-GH5_4-CBM51;GH27-GH127-GH43_16-CBM13;GH5_4-GH29-GH44-CE6-GH27-GH2-GH97-GH2-CE10;CE1-GH42-unk-GH3
GCF_001427905.1_Root420	PUL8	NZ_LMEF01000003.1	105589	113905	susC-susD-unk-GH10-GH16
GCF_001427905.1_Root420	PUL9	NZ_LMEF01000004.1	37936	42959	susD-susC
GCF_001427905.1_Root420	PUL10	NZ_LMEF01000005.1	46528	72236	susC-susD-unk-GH2-GH31-GH97-GH3-GH39-GH3-GH5_4-unk-GH95
GCF_001427905.1_Root420	PUL11	NZ_LMEF01000007.1	16157	59244	GH2-GH2;CBM57-GH138-unk-GH33-GH78;CBM67-GH142-GH95-unk-CBM67;GH78-GH143-GH43_18-GH28-GH140-PL29-PL1_2-unk-PL1_2-susD-susC
GCF_001427905.1_Root420	PUL12	NZ_LMEF01000012.1	57209	73360	susC-susD-GH43_5-GH51-GH43_4-GH43_29-GH43_5-GH127-GH51
GCF_001427905.1_Root420	PUL13	NZ_LMEF01000012.1	338923	359672	GH13_19-GH13-GH97-GH65-unk-unk-unk-susC-susD-unk-GH13_10
GCF_001427905.1_Root420	PUL14	NZ_LMEF01000012.1	544028	561765	susC-susD-unk-GH30_1-GH30_1-GH30_3-CBM6;GH5_46-GH16-unk-GH30_3-GH3
GCF_001427905.1_Root420	PUL15	NZ_LMEF01000018.1	2057	12492	susC-susD-PL36_1-unk-susC
GCF_001427905.1_Root420	PUL16	NZ_LMEF01000018.1	13308	17924	susC-susD
GCF_001427905.1_Root420	PUL17	NZ_LMEF01000018.1	28527	33366	susC-susD
GCF_001427905.1_Root420	PUL18	NZ_LMEF01000023.1	230673	235889	susD-susC
GCF_001427905.1_Root420	PUL19	NZ_LMEF01000023.1	336694	341110	susC-susD
GCF_001427905.1_Root420	PUL20	NZ_LMEF01000023.1	429999	445191	susC-susD-unk-GH3-GH30_1-unk-unk-GH51-GH43_16
GCF_001427905.1_Root420	PUL21	NZ_LMEF01000023.1	534957	580356	susC-unk-unk-GH95-GH51-GH28-unk-unk-GH2-unk-unk-unk-unk-GH28-unk-unk-unk-GH92-GH92-susD-susC-GH89
GCF_001427905.1_Root420	PUL22	NZ_LMEF01000029.1	27124	47207	susC-susD-GH128-GH16-GH43_24-GH2-CBM67;GH78-GH154
GCF_001427905.1_Root420	PUL23	NZ_LMEF01000029.1	56313	64106	GH12-unk-susC-susD-GH33
GCF_001427905.1_Root420	PUL24	NZ_LMEF01000029.1	172584	185320	susC-susD-unk-susD-unk-GH10
GCF_001427905.1_Root420	PUL25	NZ_LMEF01000029.1	212475	220566	susC-susD-GH99-GH97
GCF_001427905.1_Root420	PUL26	NZ_LMEF01000029.1	296092	311830	GH28-susC-susD-CE10-GH105-GH105-GH43_10-PL10_1;CE8-GH28-CE12
GCF_001427905.1_Root420	PUL27	NZ_LMEF01000029.1	339008	343445	susD-susC
GCF_001427905.1_Root420	PUL28	NZ_LMEF01000029.1	375967	381129	susC-susD
GCF_001427905.1_Root420	PUL29	NZ_LMEF01000029.1	395003	400002	susC-susD
GCF_001427905.1_Root420	PUL30	NZ_LMEF01000029.1	458901	469125	susC-susD-susC-susD
GCF_001427905.1_Root420	PUL31	NZ_LMEF01000029.1	522029	538782	susC-susD-GH30_4-GH30_4-GH2-GH27-GH51-GH43_19;GH43_34
GCF_001427905.1_Root420	PUL32	NZ_LMEF01000029.1	551433	567755	GH2-GH2-GH88-susD-susC-unk-PL29
GCF_001427905.1_Root420	PUL33	NZ_LMEF01000029.1	596426	601485	susC-susD
GCF_001427905.1_Root420	PUL34	NZ_LMEF01000029.1	706695	727845	susC-susD-unk-GH29-unk-GH3-GH92-unk-unk-unk-unk-GH20
GCF_001427905.1_Root420	PUL35	NZ_LMEF01000029.1	749630	754136	susC-susD
GCF_001427905.1_Root420	PUL36	NZ_LMEF01000029.1	764089	771025	susC-susD-GH3
GCF_001427905.1_Root420	PUL37	NZ_LMEF01000030.1	127913	132317	susD-susC
GCF_001427905.1_Root420	PUL38	NZ_LMEF01000030.1	147390	152010	susD-susC
GCF_001427905.1_Root420	PUL39	NZ_LMEF01000030.1	218146	227581	GH32-susC-susD-unk-GH32
GCF_001427905.1_Root420	PUL40	NZ_LMEF01000030.1	305011	319898	susC-susD-unk-GH20-unk-GH18
GCF_001427905.1_Root420	PUL41	NZ_LMEF01000031.1	134926	176589	GH3-unk-unk-unk-susD-susC-unk-unk-unk-unk-GH20-unk-unk-CE9-unk-unk-unk-unk-CE9-unk-GT83-unk-GH92-GH92-GH125
GCF_001427905.1_Root420	PUL42	NZ_LMEF01000031.1	260261	264967	susC-susD
GCF_001427905.1_Root420	PUL43	NZ_LMEF01000032.1	30183	34893	susD-susC
GCF_001427905.1_Root420	PUL44	NZ_LMEF01000032.1	248142	253170	susC-susD
GCF_001427905.1_Root420	PUL45	NZ_LMEF01000033.1	86141	114827	GH5_2-GH27-unk-susD-susC-unk-GH26-unk-GH130-unk-unk-GH26-GH51-GH5_7-GH97-unk-GH3-unk-CE2
