genome	pulid	contigid	start	end	pattern
GCF_900142695.1_IMG-taxon_2700988712_annotated_assembly	PUL1	NZ_FRBU01000004.1	46704	57730	susC-susD-unk-GH16-GH3-GH16
GCF_900142695.1_IMG-taxon_2700988712_annotated_assembly	PUL2	NZ_FRBU01000006.1	87250	91727	susD-susC
GCF_900142695.1_IMG-taxon_2700988712_annotated_assembly	PUL3	NZ_FRBU01000009.1	14088	18678	susD-susC
GCF_900142695.1_IMG-taxon_2700988712_annotated_assembly	PUL4	NZ_FRBU01000009.1	71074	75907	susC-susD
GCF_900142695.1_IMG-taxon_2700988712_annotated_assembly	PUL5	NZ_FRBU01000010.1	71441	89840	GH13_10-unk-susD-susC-unk-unk-unk-unk-GH65-GH13-GH13_19
GCF_900142695.1_IMG-taxon_2700988712_annotated_assembly	PUL6	NZ_FRBU01000013.1	64102	76378	GH97-GH3-CE1-unk-GH144-susD-susC
GCF_900142695.1_IMG-taxon_2700988712_annotated_assembly	PUL7	NZ_FRBU01000017.1	42787	47176	susD-susC
GCF_900142695.1_IMG-taxon_2700988712_annotated_assembly	PUL8	NZ_FRBU01000034.1	2222	6831	susC-susD
GCF_900142695.1_IMG-taxon_2700988712_annotated_assembly	PUL9	NZ_FRBU01000037.1	21460	25903	susD-susC
GCF_900142695.1_IMG-taxon_2700988712_annotated_assembly	PUL10	NZ_FRBU01000049.1	2232	7123	susC-susD
GCF_900142695.1_IMG-taxon_2700988712_annotated_assembly	PUL11	NZ_FRBU01000059.1	3463	11937	susC-susD-unk-GH92
