genome	pulid	contigid	start	end	pattern
GCF_003968825.1_ASM396882v1	PUL1	NZ_RYDH01000001.1	746465	769064	GH43_31-GH43_3-unk-GH43_26-GH2-GH93-GH43_18-GH5_13-susD-susC-unk-unk-unk-GH53
GCF_003968825.1_ASM396882v1	PUL2	NZ_RYDH01000001.1	819161	837598	GH13_19-GH13_20-GH65-unk-unk-unk-susC-susD-unk-GH13_10
GCF_003968825.1_ASM396882v1	PUL3	NZ_RYDH01000001.1	899022	903520	susC-susD
GCF_003968825.1_ASM396882v1	PUL4	NZ_RYDH01000001.1	1056850	1061726	susD-susC
GCF_003968825.1_ASM396882v1	PUL5	NZ_RYDH01000001.1	1093877	1098578	susD-susC
GCF_003968825.1_ASM396882v1	PUL6	NZ_RYDH01000001.1	1104264	1108972	susD-susC
GCF_003968825.1_ASM396882v1	PUL7	NZ_RYDH01000004.1	120576	125470	susC-susD
GCF_003968825.1_ASM396882v1	PUL8	NZ_RYDH01000005.1	188561	193220	susC-susD
GCF_003968825.1_ASM396882v1	PUL9	NZ_RYDH01000005.1	188561	193220	susC-susD
GCF_003968825.1_ASM396882v1	PUL10	NZ_RYDH01000005.1	193952	198536	susC-susD
GCF_003968825.1_ASM396882v1	PUL11	NZ_RYDH01000006.1	7418	12399	susD-susC
GCF_003968825.1_ASM396882v1	PUL12	NZ_RYDH01000006.1	141885	146889	susC-susD
GCF_003968825.1_ASM396882v1	PUL13	NZ_RYDH01000006.1	169579	173966	susD-susC
GCF_003968825.1_ASM396882v1	PUL14	NZ_RYDH01000007.1	25341	32911	GH130-unk-susD-susC
GCF_003968825.1_ASM396882v1	PUL15	NZ_RYDH01000007.1	155119	166760	GH97-GH3-unk-GH144-unk-susD-susC
