genome	pulid	contigid	start	end	pattern
GCF_903819335.1_CIP111646	PUL1	NZ_CAIJDE010000017.1	90388	113614	GH95-unk-GH5_4-GH3-GH39-GH97-GH31-GH2-unk-susD-susC
GCF_903819335.1_CIP111646	PUL2	NZ_CAIJDE010000023.1	17150	34800	susC-susD-unk-GH30_1-GH30_1-GH30_3-CBM6;GH5_46-GH16-unk-GH30_3-GH3
GCF_903819335.1_CIP111646	PUL3	NZ_CAIJDE010000029.1	67377	134839	GH2-GH2;CBM57-unk-GH138-unk-GH33-unk-unk-GH78;CBM67-GH142-GH95-unk-CBM67;GH78-GH143-GH43_18-GH28-GH140-PL29-PL1_2-unk-PL1_2-susD-susC-unk-CE8-GH127-PL1_2-GH139-unk-GH106-GH2-GH137-unk-GH78
GCF_903819335.1_CIP111646	PUL4	NZ_CAIJDE010000029.1	183337	188394	susD-susC
GCF_903819335.1_CIP111646	PUL5	NZ_CAIJDE010000029.1	218742	235800	PL29-unk-susC-susD-GH88-GH2-GH2
GCF_903819335.1_CIP111646	PUL6	NZ_CAIJDE010000029.1	246689	260723	GH43_34;GH43_19-GH27-GH2-GH30_4-GH30_4-susD-susC
GCF_903819335.1_CIP111646	PUL7	NZ_CAIJDE010000029.1	286844	304260	CE12-GH28-PL10_1;CE8-GH43_10-GH105-GH105-unk-CE10-susD-susC-GH28
GCF_903819335.1_CIP111646	PUL8	NZ_CAIJDE010000029.1	378042	386171	GH97-GH99-unk-susD-susC
GCF_903819335.1_CIP111646	PUL9	NZ_CAIJDE010000032.1	168878	173594	susC-susD
GCF_903819335.1_CIP111646	PUL10	NZ_CAIJDE010000034.1	115008	129431	susC-susD-GH51-GH43_4-GH43_29-GH43_5-GH127-GH51
GCF_903819335.1_CIP111646	PUL11	NZ_CAIJDE010000034.1	231040	244265	CBM26;GH13-GH97-GH13-unk-susD-susC
GCF_903819335.1_CIP111646	PUL12	NZ_CAIJDE010000034.1	448752	469240	GH13_19-GH13_20-GH97-GH65-unk-unk-unk-susC-susD-unk-GH13_10
GCF_903819335.1_CIP111646	PUL13	NZ_CAIJDE010000036.1	4598	9612	susC-susD
GCF_903819335.1_CIP111646	PUL14	NZ_CAIJDE010000036.1	79525	89754	susC-susD-GH2;CBM32-GH95
GCF_903819335.1_CIP111646	PUL15	NZ_CAIJDE010000040.1	66881	71300	susD-susC
GCF_903819335.1_CIP111646	PUL16	NZ_CAIJDE010000040.1	114830	126625	susC-susD-GH144-CE1-GH3-unk-CBM32;GH43_28
GCF_903819335.1_CIP111646	PUL17	NZ_CAIJDE010000041.1	32285	44955	GH13_38-GH13_23-unk-unk-GH130-susD-susC
GCF_903819335.1_CIP111646	PUL18	NZ_CAIJDE010000043.1	39222	51098	GH31-CBM13;GH43_34-unk-susD-susC
GCF_903819335.1_CIP111646	PUL19	NZ_CAIJDE010000043.1	51666	90346	GH43_34-GH92-GH31-GH43_26-unk-unk-GH3-GH2-GH78;CBM67-GH97-GH92-GH125-GH92-GH2-GH76-unk-susD-susC
GCF_903819335.1_CIP111646	PUL20	NZ_CAIJDE010000043.1	132130	136749	susD-susC
GCF_903819335.1_CIP111646	PUL21	NZ_CAIJDE010000044.1	99627	109502	susC-susD-unk-unk-unk-GH109
GCF_903819335.1_CIP111646	PUL22	NZ_CAIJDE010000044.1	277324	281993	susD-susC
GCF_903819335.1_CIP111646	PUL23	NZ_CAIJDE010000044.1	307194	311577	susD-susC
GCF_903819335.1_CIP111646	PUL24	NZ_CAIJDE010000044.1	330437	335053	susD-susC
GCF_903819335.1_CIP111646	PUL25	NZ_CAIJDE010000047.1	1452	21717	GH18-GH20-unk-susD-susC-GH18-susD-susC
GCF_903819335.1_CIP111646	PUL26	NZ_CAIJDE010000048.1	79550	84950	susD-susC
GCF_903819335.1_CIP111646	PUL27	NZ_CAIJDE010000048.1	96744	105047	GH16-GH10-unk-susD-susC
GCF_903819335.1_CIP111646	PUL28	NZ_CAIJDE010000048.1	132756	137269	susC-susD
GCF_903819335.1_CIP111646	PUL29	NZ_CAIJDE010000049.1	141952	169354	GH33-susD-susC-GH3-GH92-GH29-GH20-GH2-unk-unk-CBM9-GH130-unk-unk-GH92
GCF_903819335.1_CIP111646	PUL30	NZ_CAIJDE010000049.1	178580	209375	GH43_31-unk-GH43_26-GH2-GH43_18-GH5_13-susD-susC-unk-unk-unk-GH35-GH10-unk-susD-susC
GCF_903819335.1_CIP111646	PUL31	NZ_CAIJDE010000050.1	34682	59493	GH5_2-GH27-unk-susD-susC-unk-GH26-unk-GH130-unk-unk-GH26-unk-GH5_7-unk-GH3-unk-CE2
GCF_903819335.1_CIP111646	PUL32	NZ_CAIJDE010000058.1	44780	49995	susD-susC
GCF_903819335.1_CIP111646	PUL33	NZ_CAIJDE010000058.1	118619	128205	GH32-unk-susD-susC-GH32
GCF_903819335.1_CIP111646	PUL34	NZ_CAIJDE010000060.1	7127	18988	GT4-GH32-unk-unk-unk-unk-susC-susD
GCF_903819335.1_CIP111646	PUL35	NZ_CAIJDE010000060.1	71730	85349	susC-susD-GH2-GH92-GH92-GH125
GCF_903819335.1_CIP111646	PUL36	NZ_CAIJDE010000062.1	52326	65218	susC-unk-susD-susC-unk-susC
GCF_903819335.1_CIP111646	PUL37	NZ_CAIJDE010000062.1	193014	197735	susC-susD
GCF_903819335.1_CIP111646	PUL38	NZ_CAIJDE010000063.1	103299	112009	GH16-GH16-unk-susD-susC
