genome	pulid	protein_id	contig	start	end	strand	dist	protein_name	sus	hmm	active
GCA_000812985.1_ASM81298v1	PUL1	JSYO01000001.1_8	JSYO01000001.1	10568	13300	-	0	JSYO01000001.1_8		PL15	
GCA_000812985.1_ASM81298v1	PUL1	JSYO01000001.1_9	JSYO01000001.1	13272	14651	-	-28	JSYO01000001.1_9			
GCA_000812985.1_ASM81298v1	PUL1	JSYO01000001.1_10	JSYO01000001.1	14831	15169	-	180	JSYO01000001.1_10			
GCA_000812985.1_ASM81298v1	PUL1	JSYO01000001.1_11	JSYO01000001.1	15198	16625	-	29	JSYO01000001.1_11		GH29	
GCA_000812985.1_ASM81298v1	PUL1	JSYO01000001.1_12	JSYO01000001.1	16637	18523	-	12	JSYO01000001.1_12	susD		
GCA_000812985.1_ASM81298v1	PUL1	JSYO01000001.1_13	JSYO01000001.1	18540	21689	-	17	JSYO01000001.1_13	susC		
GCA_000812985.1_ASM81298v1	PUL2	JSYO01000002.1_72	JSYO01000002.1	76602	78476	-	54913	JSYO01000002.1_72		GH13	
GCA_000812985.1_ASM81298v1	PUL2	JSYO01000002.1_73	JSYO01000002.1	78586	80700	-	110	JSYO01000002.1_73		GH97	
GCA_000812985.1_ASM81298v1	PUL2	JSYO01000002.1_74	JSYO01000002.1	80746	83046	-	46	JSYO01000002.1_74		GH65	
GCA_000812985.1_ASM81298v1	PUL2	JSYO01000002.1_75	JSYO01000002.1	83149	83805	-	103	JSYO01000002.1_75			
GCA_000812985.1_ASM81298v1	PUL2	JSYO01000002.1_76	JSYO01000002.1	83913	85262	-	108	JSYO01000002.1_76			
GCA_000812985.1_ASM81298v1	PUL2	JSYO01000002.1_77	JSYO01000002.1	85438	86469	-	176	JSYO01000002.1_77			
GCA_000812985.1_ASM81298v1	PUL2	JSYO01000002.1_78	JSYO01000002.1	86706	89687	+	237	JSYO01000002.1_78	susC		
GCA_000812985.1_ASM81298v1	PUL2	JSYO01000002.1_79	JSYO01000002.1	89725	91332	+	38	JSYO01000002.1_79	susD		
GCA_000812985.1_ASM81298v1	PUL2	JSYO01000002.1_80	JSYO01000002.1	91357	92178	+	25	JSYO01000002.1_80			
GCA_000812985.1_ASM81298v1	PUL2	JSYO01000002.1_81	JSYO01000002.1	92255	95140	+	77	JSYO01000002.1_81		GH13_10	
GCA_000812985.1_ASM81298v1	PUL3	JSYO01000003.1_158	JSYO01000003.1	156067	159204	+	60927	JSYO01000003.1_158	susC		
GCA_000812985.1_ASM81298v1	PUL3	JSYO01000003.1_159	JSYO01000003.1	159226	160725	+	22	JSYO01000003.1_159	susD		
