genome	pulid	contigid	start	end	pattern
GCF_902167285.1_flavo_4	PUL1	NZ_CABHLZ020000002.1	113097	118107	susD-susC
GCF_902167285.1_flavo_4	PUL2	NZ_CABHLZ020000002.1	148855	218052	susC-susD-unk-unk-unk-unk-CE10;GH43_18-GH2-GH105-GH106-susC-susD-susC-susD-susC-susD-unk-GH159-unk-GH105-unk-GH43_24-GH28-GH115-CE12-GH2-CE12-unk-unk-PL11_1-unk-unk-unk-unk-GH28
GCF_902167285.1_flavo_4	PUL3	NZ_CABHLZ020000002.1	246009	273548	susC-susD-unk-GH43_10-GH105-GH28-GH43_10-CE8-CE10-PL1_2;CE8;CBM6-unk-GH106
GCF_902167285.1_flavo_4	PUL4	NZ_CABHLZ020000002.1	568478	573693	susD-susC
GCF_902167285.1_flavo_4	PUL5	NZ_CABHLZ020000002.1	658938	663402	susC-susD
GCF_902167285.1_flavo_4	PUL6	NZ_CABHLZ020000002.1	842568	847322	susC-susD
GCF_902167285.1_flavo_4	PUL7	NZ_CABHLZ020000002.1	893877	936442	GH28-CE12-GH95-GH43_10-PL11-CE8-PL1_2-unk-susD-susC-GH95-GH97-unk-unk-unk-unk-GH154-GH43_17-GH43_24-GH16-GH128-susD-susC
GCF_902167285.1_flavo_4	PUL8	NZ_CABHLZ020000002.1	1001471	1006472	susD-susC
GCF_902167285.1_flavo_4	PUL9	NZ_CABHLZ020000002.1	1010196	1019795	GH125-unk-unk-unk-susD-susC
GCF_902167285.1_flavo_4	PUL10	NZ_CABHLZ020000002.1	1023531	1028616	susD-susC
GCF_902167285.1_flavo_4	PUL11	NZ_CABHLZ020000002.1	1057384	1062330	susC-susD
GCF_902167285.1_flavo_4	PUL12	NZ_CABHLZ020000002.1	1201907	1206763	susC-susD
GCF_902167285.1_flavo_4	PUL13	NZ_CABHLZ020000002.1	1394741	1406518	GH43_28;CBM32-unk-GH3-CE1-GH144-susD-susC
GCF_902167285.1_flavo_4	PUL14	NZ_CABHLZ020000002.1	1447972	1452396	susD-susC
GCF_902167285.1_flavo_4	PUL15	NZ_CABHLZ020000002.1	1857475	1865113	susC-susD-unk-GH109
GCF_902167285.1_flavo_4	PUL16	NZ_CABHLZ020000002.1	2143308	2157346	CE1-unk-susC-susD-unk-unk-unk-GH3
GCF_902167285.1_flavo_4	PUL17	NZ_CABHLZ020000002.1	2197205	2215659	GH97-unk-unk-GH43_10-unk-GH28-unk-unk-unk-susD-susC
GCF_902167285.1_flavo_4	PUL18	NZ_CABHLZ020000002.1	2227506	2243311	GH20-GH92-unk-unk-unk-unk-susD-susC
GCF_902167285.1_flavo_4	PUL19	NZ_CABHLZ020000002.1	2347130	2351724	susD-susC
GCF_902167285.1_flavo_4	PUL20	NZ_CABHLZ020000002.1	2362910	2367897	susD-susC
GCF_902167285.1_flavo_4	PUL21	NZ_CABHLZ020000002.1	2374216	2384519	GH35-GH10-unk-susD-susC
GCF_902167285.1_flavo_4	PUL22	NZ_CABHLZ020000002.1	2946204	2960709	GH3-GH30_3-unk-GH16-GH30_3-GH30_1-unk-susD-susC
GCF_902167285.1_flavo_4	PUL23	NZ_CABHLZ020000002.1	2962654	2967610	susD-susC
GCF_902167285.1_flavo_4	PUL24	NZ_CABHLZ020000002.1	3167420	3188488	GH13_10-unk-susD-susC-unk-unk-unk-GH65-GH97-CE1-GH13_20-GH13_19
GCF_902167285.1_flavo_4	PUL25	NZ_CABHLZ020000002.1	3898911	3918233	susC-susD-unk-GH2-GH31-GH97-GH39-GH3-GH5_4
GCF_902167285.1_flavo_4	PUL26	NZ_CABHLZ020000002.1	4017968	4023215	susC-susD
GCF_902167285.1_flavo_4	PUL27	NZ_CABHLZ020000002.1	4293208	4297891	susD-susC
GCF_902167285.1_flavo_4	PUL28	NZ_CABHLZ020000002.1	4430644	4439064	susC-susD-unk-unk-susC
GCF_902167285.1_flavo_4	PUL29	NZ_CABHLZ020000002.1	4511178	4516243	susC-susD
GCF_902167285.1_flavo_4	PUL30	NZ_CABHLZ020000002.1	4525985	4536527	susC-susD-GH10-unk-GH50-GH2
GCF_902167285.1_flavo_4	PUL31	NZ_CABHLZ020000002.1	4789730	4817873	CE2-unk-GH3-unk-unk-GH97-GH5_7-GH26-unk-unk-GH130-unk-GH26-unk-susC-susD-unk-unk-GH27-GH5_2
GCF_902167285.1_flavo_4	PUL32	NZ_CABHLZ020000002.1	4970055	4974984	susC-susD
GCF_902167285.1_flavo_4	PUL33	NZ_CABHLZ020000002.1	5123689	5128362	susD-susC
GCF_902167285.1_flavo_4	PUL34	NZ_CABHLZ020000002.1	5153106	5157719	susD-susC
GCF_902167285.1_flavo_4	PUL35	NZ_CABHLZ020000002.1	5301664	5311750	susC-susD-GH18-unk-GH20
GCF_902167285.1_flavo_4	PUL36	NZ_CABHLZ020000002.1	5388599	5410813	susC-susD-unk-GH92-unk-GH89-susC-susD-GH92-GH92
GCF_902167285.1_flavo_4	PUL37	NZ_CABHLZ020000002.1	5421961	5445624	GH2-unk-unk-GH28-GH28-GH51-GH95-unk-unk-CE1-unk-unk-susC-susD
GCF_902167285.1_flavo_4	PUL38	NZ_CABHLZ020000002.1	5545798	5557065	GH16-unk-GH86-unk-susD-susC
GCF_902167285.1_flavo_4	PUL39	NZ_CABHLZ020000002.1	5643966	5648385	susD-susC
GCF_902167285.1_flavo_4	PUL40	NZ_CABHLZ020000002.1	5684182	5692283	susC-susD-GH99-GH97
GCF_902167285.1_flavo_4	PUL41	NZ_CABHLZ020000002.1	5813645	5830287	susC-susD-GH30_4-GH30_4-GH2-GH27-GH51-GH43_19;GH43_34
GCF_902167285.1_flavo_4	PUL42	NZ_CABHLZ020000002.1	5847006	5857688	susD-susC-unk-PL29
GCF_902167285.1_flavo_4	PUL43	NZ_CABHLZ020000002.1	5947799	5992753	susC-susD-PL1_2-unk-PL1_2-PL29-GH140-GH28-GH43_18-GH143-GH78;CBM67-unk-unk-GH95-GH142-unk-CBM67;GH78-GH33-unk-GH138-CBM57;GH2-GH2
GCF_902167285.1_flavo_4	PUL44	NZ_CABHLZ020000002.1	5997784	6002788	susC-susD
GCF_902167285.1_flavo_4	PUL45	NZ_CABHLZ020000002.1	6013160	6053285	CBM32;GH29-unk-unk-unk-GH92-unk-GH130-CBM9-unk-unk-GH20-GH35-GH29-GH92-GH3-susC-susD-unk-GH33-unk-unk-unk-unk-susC
GCF_902167285.1_flavo_4	PUL46	NZ_CABHLZ020000002.1	6129680	6136296	GH32-susC-susD
