genome	pulid	protein_id	contig	start	end	strand	dist	protein_name	sus	hmm	active
GCF_902804475.1_CIP105534	PUL1	NZ_CADCSU010000015.1_7	NZ_CADCSU010000015.1	7744	10875	+	0	NZ_CADCSU010000015.1_7	susC		
GCF_902804475.1_CIP105534	PUL1	NZ_CADCSU010000015.1_8	NZ_CADCSU010000015.1	10887	12458	+	12	NZ_CADCSU010000015.1_8	susD		
GCF_902804475.1_CIP105534	PUL1	NZ_CADCSU010000015.1_9	NZ_CADCSU010000015.1	12481	13851	+	23	NZ_CADCSU010000015.1_9			
GCF_902804475.1_CIP105534	PUL1	NZ_CADCSU010000015.1_10	NZ_CADCSU010000015.1	13979	16468	+	128	NZ_CADCSU010000015.1_10		GH2	
GCF_902804475.1_CIP105534	PUL1	NZ_CADCSU010000015.1_11	NZ_CADCSU010000015.1	16500	18899	+	32	NZ_CADCSU010000015.1_11		GH31	
GCF_902804475.1_CIP105534	PUL1	NZ_CADCSU010000015.1_12	NZ_CADCSU010000015.1	19207	21213	+	308	NZ_CADCSU010000015.1_12		GH97	
GCF_902804475.1_CIP105534	PUL1	NZ_CADCSU010000015.1_13	NZ_CADCSU010000015.1	21386	22966	+	173	NZ_CADCSU010000015.1_13		GH39	
GCF_902804475.1_CIP105534	PUL1	NZ_CADCSU010000015.1_14	NZ_CADCSU010000015.1	23012	25249	+	46	NZ_CADCSU010000015.1_14		GH3	
GCF_902804475.1_CIP105534	PUL1	NZ_CADCSU010000015.1_15	NZ_CADCSU010000015.1	25357	26868	+	108	NZ_CADCSU010000015.1_15		GH5_4	
GCF_902804475.1_CIP105534	PUL1	NZ_CADCSU010000015.1_16	NZ_CADCSU010000015.1	26974	28923	+	106	NZ_CADCSU010000015.1_16			
GCF_902804475.1_CIP105534	PUL1	NZ_CADCSU010000015.1_17	NZ_CADCSU010000015.1	28932	30434	+	9	NZ_CADCSU010000015.1_17		GH43_9	
GCF_902804475.1_CIP105534	PUL1	NZ_CADCSU010000015.1_18	NZ_CADCSU010000015.1	30885	33290	+	451	NZ_CADCSU010000015.1_18		GH95	
GCF_902804475.1_CIP105534	PUL2	NZ_CADCSU010000016.1_15	NZ_CADCSU010000016.1	21954	23414	-	-11336	NZ_CADCSU010000016.1_15	susD		
GCF_902804475.1_CIP105534	PUL2	NZ_CADCSU010000016.1_16	NZ_CADCSU010000016.1	23432	26866	-	18	NZ_CADCSU010000016.1_16	susC		
GCF_902804475.1_CIP105534	PUL3	NZ_CADCSU010000019.1_1	NZ_CADCSU010000019.1	531	3662	+	-26335	NZ_CADCSU010000019.1_1	susC		
GCF_902804475.1_CIP105534	PUL3	NZ_CADCSU010000019.1_2	NZ_CADCSU010000019.1	3679	5151	+	17	NZ_CADCSU010000019.1_2	susD		
GCF_902804475.1_CIP105534	PUL4	NZ_CADCSU010000019.1_14	NZ_CADCSU010000019.1	21239	24424	+	16088	NZ_CADCSU010000019.1_14	susC		
