genome	pulid	contigid	start	end	pattern
GCF_000422705.1_ASM42270v1	PUL1	NZ_AUGO01000002.1	27157	37530	GH5_46;CBM6-GH30_1-unk-susD-susC
GCF_000422705.1_ASM42270v1	PUL2	NZ_AUGO01000002.1	241061	245649	susC-susD
GCF_000422705.1_ASM42270v1	PUL3	NZ_AUGO01000002.1	427896	443483	susC-susD-GH130-unk-unk-GH13_23-susD-susC
GCF_000422705.1_ASM42270v1	PUL4	NZ_AUGO01000003.1	241639	258762	GH13-unk-GH65-unk-unk-unk-susC-susD-unk-GH13_10
GCF_000422705.1_ASM42270v1	PUL5	NZ_AUGO01000006.1	17045	21485	susC-susD
GCF_000422705.1_ASM42270v1	PUL6	NZ_AUGO01000006.1	38976	50006	susC-susD-unk-GH144-GH3-CBM32;GH43_28
GCF_000422705.1_ASM42270v1	PUL7	NZ_AUGO01000006.1	154277	158700	susC-susD
GCF_000422705.1_ASM42270v1	PUL8	NZ_AUGO01000006.1	241999	252111	susC-susC-susD-unk-GH115
GCF_000422705.1_ASM42270v1	PUL9	NZ_AUGO01000008.1	58477	69499	GH16-GH3-GH16-unk-susD-susC
GCF_000422705.1_ASM42270v1	PUL10	NZ_AUGO01000008.1	175330	183139	susC-susD-GH99-GH97
GCF_000422705.1_ASM42270v1	PUL11	NZ_AUGO01000008.1	197202	220151	GH28-susC-susD-GH43_10-PL10_1-CE8-unk-unk-CBM77;PL1-CE10-unk-GH105-CE8;PL10_1-CE12
GCF_000422705.1_ASM42270v1	PUL12	NZ_AUGO01000009.1	183843	201167	GH5_2-GH27-unk-susD-susC-unk-unk-GH26-unk-GH130-unk-GH26-GH5_7
GCF_000422705.1_ASM42270v1	PUL13	NZ_KE383908.1	175040	179390	susC-susD
