genome	pulid	contigid	start	end	pattern
GCF_001429295.1_Root935	PUL1	NZ_LMJL01000001.1	51769	65431	susC-unk-susD-susC-unk-unk-susC
GCF_001429295.1_Root935	PUL2	NZ_LMJL01000001.1	192626	197255	susC-susD
GCF_001429295.1_Root935	PUL3	NZ_LMJL01000007.1	258552	281872	GH95-unk-GH5_4-GH3-GH39-GH97-GH31-GH2-unk-susD-susC
GCF_001429295.1_Root935	PUL4	NZ_LMJL01000007.1	729542	742502	GH13;CBM26-GH97-GH13-unk-susD-susC
GCF_001429295.1_Root935	PUL5	NZ_LMJL01000007.1	943546	963888	GH13_19-GH13_20-GH97-GH65-unk-unk-unk-susC-susD-unk-GH13_10
GCF_001429295.1_Root935	PUL6	NZ_LMJL01000008.1	29611	34609	susD-susC
GCF_001429295.1_Root935	PUL7	NZ_LMJL01000008.1	65259	98916	GH33-unk-susD-susC-GH3-GH92-GH29-GH35-GH20-unk-unk-CBM9-GH130-unk-GH92-unk-unk-unk-GH29
GCF_001429295.1_Root935	PUL8	NZ_LMJL01000008.1	103099	146043	GH2-CBM57;GH2-GH138-unk-GH33-GH78;CBM67-GH142-GH95-unk-GH78;CBM67-GH143-GH43_18-GH28-GH140-PL29-PL1_2-unk-PL1_2-susD-susC
GCF_001429295.1_Root935	PUL9	NZ_LMJL01000008.1	209540	228535	susD-susC-unk-unk-unk-unk-CBM6;GH18-GH64;CBM13;CBM6-GH16;CBM32
GCF_001429295.1_Root935	PUL10	NZ_LMJL01000008.1	239590	256161	PL29-unk-susC-susD-GH88-GH2-GH2
GCF_001429295.1_Root935	PUL11	NZ_LMJL01000008.1	284056	300212	CE12-GH28-PL10_1;CE8-GH43_10-GH105-GH105-CE10-susD-susC-GH28
GCF_001429295.1_Root935	PUL12	NZ_LMJL01000008.1	377476	385521	GH97-GH99-susD-susC
GCF_001429295.1_Root935	PUL13	NZ_LMJL01000008.1	415800	429672	GH20-GH92-unk-unk-unk-susD-susC
GCF_001429295.1_Root935	PUL14	NZ_LMJL01000008.1	469360	473723	susD-susC
GCF_001429295.1_Root935	PUL15	NZ_LMJL01000008.1	518481	530532	GH92-GH92-susD-susC-GH89
GCF_001429295.1_Root935	PUL16	NZ_LMJL01000008.1	567091	597006	susD-susC-unk-unk-unk-unk-CE8;PL1_2;CBM6-CE12-CE10-CE8-GH28-GH105-GH43_10-unk-susD-susC
GCF_001429295.1_Root935	PUL17	NZ_LMJL01000008.1	612946	630865	susC-susD-unk-unk-unk-unk-susD-susC
GCF_001429295.1_Root935	PUL18	NZ_LMJL01000008.1	716390	730496	GH18-GH20-unk-susD-susC
GCF_001429295.1_Root935	PUL19	NZ_LMJL01000008.1	863415	868029	susC-susD
GCF_001429295.1_Root935	PUL20	NZ_LMJL01000008.1	896399	901068	susC-susD
GCF_001429295.1_Root935	PUL21	NZ_LMJL01000008.1	1063430	1073305	susD-susC-unk-unk-unk-GT2_Glycos_transf_2
GCF_001429295.1_Root935	PUL22	NZ_LMJL01000008.1	1173163	1198234	GH5_2-GH27-unk-susD-susC-unk-GH26-unk-GH130-unk-unk-GH5_7-GH97-unk-GH3-unk-CE2
GCF_001429295.1_Root935	PUL23	NZ_LMJL01000010.1	475804	491743	GH3-GH30_3-unk-GH16-GH30_3-GH30_1-GH30_1-unk-susD-susC
GCF_001429295.1_Root935	PUL24	NZ_LMJL01000010.1	493669	498616	susD-susC
GCF_001429295.1_Root935	PUL25	NZ_LMJL01000011.1	17760	22827	susC-susD
GCF_001429295.1_Root935	PUL26	NZ_LMJL01000011.1	32540	43148	susC-susD-GH10-unk-GH50-GH2
GCF_001429295.1_Root935	PUL27	NZ_LMJL01000012.1	194307	199501	susD-susC
GCF_001429295.1_Root935	PUL28	NZ_LMJL01000012.1	301865	311295	GH32-unk-susD-susC-GH32
GCF_001429295.1_Root935	PUL29	NZ_LMJL01000012.1	331405	338476	CE1-GH8-susD-susC
GCF_001429295.1_Root935	PUL30	NZ_LMJL01000012.1	339157	364724	GH97-GH43_29;CBM6-GH97-GH3-GH43_10-GH146-GH115-CE1;CE6-unk-GH43_12-susD-susC
GCF_001429295.1_Root935	PUL31	NZ_LMJL01000012.1	415464	424113	GH87-unk-susD-susC
GCF_001429295.1_Root935	PUL32	NZ_LMJL01000012.1	536891	549033	susC-unk-unk-unk-unk-susC-susD
GCF_001429295.1_Root935	PUL33	NZ_LMJL01000012.1	728567	740376	GH43_28;CBM32-unk-GH3-CE1-GH144-susD-susC
GCF_001429295.1_Root935	PUL34	NZ_LMJL01000012.1	756514	777185	GH2-GH3-unk-unk-unk-susD-susC-unk-unk-GH16;CBM61
GCF_001429295.1_Root935	PUL35	NZ_LMJL01000012.1	1066122	1070755	susC-susD
GCF_001429295.1_Root935	PUL36	NZ_LMJL01000012.1	1333260	1345698	susC-susD-unk-unk-unk-unk-GH3
GCF_001429295.1_Root935	PUL37	NZ_LMJL01000012.1	1401494	1405819	susC-susD
GCF_001429295.1_Root935	PUL38	NZ_LMJL01000012.1	1533779	1547064	GH125-GH92-GH92-GH2-susD-susC
GCF_001429295.1_Root935	PUL39	NZ_LMJL01000012.1	1589760	1594768	susD-susC
