genome	pulid	contigid	start	end	pattern
GCF_900114945.1_IMG-taxon_2693429891_annotated_assembly	PUL1	NZ_FOUT01000001.1	152	4819	susD-susC
GCF_900114945.1_IMG-taxon_2693429891_annotated_assembly	PUL2	NZ_FOUT01000001.1	20211	25257	susC-susD
GCF_900114945.1_IMG-taxon_2693429891_annotated_assembly	PUL3	NZ_FOUT01000001.1	441570	446295	susD-susC
GCF_900114945.1_IMG-taxon_2693429891_annotated_assembly	PUL4	NZ_FOUT01000001.1	779522	784065	susD-susC
GCF_900114945.1_IMG-taxon_2693429891_annotated_assembly	PUL5	NZ_FOUT01000001.1	955871	972428	GH43_28;CBM32-GH3-GH144-unk-susD-susC-unk-susC
GCF_900114945.1_IMG-taxon_2693429891_annotated_assembly	PUL6	NZ_FOUT01000002.1	37256	42451	susD-susC
GCF_900114945.1_IMG-taxon_2693429891_annotated_assembly	PUL7	NZ_FOUT01000002.1	236977	241400	susD-susC
GCF_900114945.1_IMG-taxon_2693429891_annotated_assembly	PUL8	NZ_FOUT01000002.1	290035	311114	susC-susD-unk-GH16-unk-unk-GH149-GH17-unk-GH3-unk-unk-unk-CE14
GCF_900114945.1_IMG-taxon_2693429891_annotated_assembly	PUL9	NZ_FOUT01000005.1	198190	206905	GH13_10-unk-susD-susC
GCF_900114945.1_IMG-taxon_2693429891_annotated_assembly	PUL10	NZ_FOUT01000007.1	189988	194621	susC-susD
GCF_900114945.1_IMG-taxon_2693429891_annotated_assembly	PUL11	NZ_FOUT01000009.1	78662	100109	GH97-unk-susC-susD-unk-GH2-GH92-unk-GH92-GH125-GH18
GCF_900114945.1_IMG-taxon_2693429891_annotated_assembly	PUL12	NZ_FOUT01000010.1	1282	5960	susC-susD
GCF_900114945.1_IMG-taxon_2693429891_annotated_assembly	PUL13	NZ_FOUT01000010.1	18203	27802	susC-susD-GH97-GH65
GCF_900114945.1_IMG-taxon_2693429891_annotated_assembly	PUL14	NZ_FOUT01000010.1	35828	50576	susC-susD-unk-unk-unk-unk-GH63
GCF_900114945.1_IMG-taxon_2693429891_annotated_assembly	PUL15	NZ_FOUT01000010.1	89560	94022	susC-susD
GCF_900114945.1_IMG-taxon_2693429891_annotated_assembly	PUL16	NZ_FOUT01000011.1	59098	68868	susC-susD-susC-susD
GCF_900114945.1_IMG-taxon_2693429891_annotated_assembly	PUL17	NZ_FOUT01000015.1	13682	27709	susD-susC-unk-unk-unk-GH13_3-CBM48;GH13_9
