genome	pulid	contigid	start	end	pattern
GCF_900108015.1_IMG-taxon_2617270781_annotated_assembly	PUL1	NZ_FNVP01000001.1	137839	156316	GH13_10-unk-susD-susC-unk-unk-unk-GH65-GH13-GH13_19
GCF_900108015.1_IMG-taxon_2617270781_annotated_assembly	PUL2	NZ_FNVP01000002.1	210824	215322	susD-susC
GCF_900108015.1_IMG-taxon_2617270781_annotated_assembly	PUL3	NZ_FNVP01000005.1	88147	92600	susC-susD
GCF_900108015.1_IMG-taxon_2617270781_annotated_assembly	PUL4	NZ_FNVP01000007.1	111405	116195	susC-susD
GCF_900108015.1_IMG-taxon_2617270781_annotated_assembly	PUL5	NZ_FNVP01000007.1	111405	116195	susC-susD
GCF_900108015.1_IMG-taxon_2617270781_annotated_assembly	PUL6	NZ_FNVP01000007.1	116797	121585	susC-susD
GCF_900108015.1_IMG-taxon_2617270781_annotated_assembly	PUL7	NZ_FNVP01000007.1	172624	180502	GH16-unk-unk-susD-susC
GCF_900108015.1_IMG-taxon_2617270781_annotated_assembly	PUL8	NZ_FNVP01000008.1	139414	147889	susC-susD-unk-GH92
GCF_900108015.1_IMG-taxon_2617270781_annotated_assembly	PUL9	NZ_FNVP01000013.1	60923	73195	susC-susD-GH144-unk-CE1-GH3-GH97
GCF_900108015.1_IMG-taxon_2617270781_annotated_assembly	PUL10	NZ_FNVP01000019.1	11770	16238	susD-susC
