genome	pulid	protein_id	contig	start	end	strand	dist	protein_name	sus	hmm	active
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL1	NZ_FXTQ01000001.1_347	NZ_FXTQ01000001.1	360995	362506	-	0	NZ_FXTQ01000001.1_347	susD		
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL1	NZ_FXTQ01000001.1_348	NZ_FXTQ01000001.1	362538	365636	-	32	NZ_FXTQ01000001.1_348	susC		
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL2	NZ_FXTQ01000001.1_653	NZ_FXTQ01000001.1	698739	700130	-	333103	NZ_FXTQ01000001.1_653	susD		
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL2	NZ_FXTQ01000001.1_654	NZ_FXTQ01000001.1	700143	703175	-	13	NZ_FXTQ01000001.1_654	susC		
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL3	NZ_FXTQ01000001.1_687	NZ_FXTQ01000001.1	738924	741932	+	35749	NZ_FXTQ01000001.1_687	susC		
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL3	NZ_FXTQ01000001.1_688	NZ_FXTQ01000001.1	741937	743394	+	5	NZ_FXTQ01000001.1_688	susD		
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL3	NZ_FXTQ01000001.1_689	NZ_FXTQ01000001.1	743470	744849	+	76	NZ_FXTQ01000001.1_689		GH144	
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL3	NZ_FXTQ01000001.1_690	NZ_FXTQ01000001.1	744855	745568	+	6	NZ_FXTQ01000001.1_690		CE1	
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL3	NZ_FXTQ01000001.1_691	NZ_FXTQ01000001.1	745662	747962	+	94	NZ_FXTQ01000001.1_691		GH3	
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL3	NZ_FXTQ01000001.1_692	NZ_FXTQ01000001.1	748053	748826	+	91	NZ_FXTQ01000001.1_692			
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL3	NZ_FXTQ01000001.1_693	NZ_FXTQ01000001.1	748858	750777	+	32	NZ_FXTQ01000001.1_693		CBM32;GH43_28	
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL4	NZ_FXTQ01000001.1_977	NZ_FXTQ01000001.1	1085633	1088824	+	334856	NZ_FXTQ01000001.1_977	susC		
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL4	NZ_FXTQ01000001.1_978	NZ_FXTQ01000001.1	1088837	1090261	+	13	NZ_FXTQ01000001.1_978	susD		
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL5	NZ_FXTQ01000001.1_1020	NZ_FXTQ01000001.1	1148218	1151340	+	57957	NZ_FXTQ01000001.1_1020	susC		
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL5	NZ_FXTQ01000001.1_1021	NZ_FXTQ01000001.1	1151363	1152862	+	23	NZ_FXTQ01000001.1_1021	susD		
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL5	NZ_FXTQ01000001.1_1022	NZ_FXTQ01000001.1	1152999	1155005	+	137	NZ_FXTQ01000001.1_1022		GH63	
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL5	NZ_FXTQ01000001.1_1023	NZ_FXTQ01000001.1	1155199	1157334	+	194	NZ_FXTQ01000001.1_1023		GH42	
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL6	NZ_FXTQ01000001.1_1174	NZ_FXTQ01000001.1	1323404	1327129	+	166070	NZ_FXTQ01000001.1_1174	susC		
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL6	NZ_FXTQ01000001.1_1175	NZ_FXTQ01000001.1	1327141	1328619	+	12	NZ_FXTQ01000001.1_1175	susD		
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL7	NZ_FXTQ01000002.1_81	NZ_FXTQ01000002.1	89273	91501	-	-1239346	NZ_FXTQ01000002.1_81		GH3	
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL7	NZ_FXTQ01000002.1_82	NZ_FXTQ01000002.1	91516	92940	-	15	NZ_FXTQ01000002.1_82		GH30_3	
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL7	NZ_FXTQ01000002.1_83	NZ_FXTQ01000002.1	92943	93782	-	3	NZ_FXTQ01000002.1_83			
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL7	NZ_FXTQ01000002.1_84	NZ_FXTQ01000002.1	93855	94931	-	73	NZ_FXTQ01000002.1_84		GH16	
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL7	NZ_FXTQ01000002.1_85	NZ_FXTQ01000002.1	95065	96537	-	134	NZ_FXTQ01000002.1_85		GH30_3	
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL7	NZ_FXTQ01000002.1_86	NZ_FXTQ01000002.1	96567	98018	-	30	NZ_FXTQ01000002.1_86		GH30_1	
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL7	NZ_FXTQ01000002.1_87	NZ_FXTQ01000002.1	98110	99564	-	92	NZ_FXTQ01000002.1_87		GH30_1	
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL7	NZ_FXTQ01000002.1_88	NZ_FXTQ01000002.1	99708	100592	-	144	NZ_FXTQ01000002.1_88			
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL7	NZ_FXTQ01000002.1_89	NZ_FXTQ01000002.1	100612	102120	-	20	NZ_FXTQ01000002.1_89	susD		
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL7	NZ_FXTQ01000002.1_90	NZ_FXTQ01000002.1	102132	105257	-	12	NZ_FXTQ01000002.1_90	susC		
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL8	NZ_FXTQ01000002.1_250	NZ_FXTQ01000002.1	302776	305652	-	197519	NZ_FXTQ01000002.1_250		GH13_10	
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL8	NZ_FXTQ01000002.1_251	NZ_FXTQ01000002.1	305732	306547	-	80	NZ_FXTQ01000002.1_251			
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL8	NZ_FXTQ01000002.1_252	NZ_FXTQ01000002.1	306572	308179	-	25	NZ_FXTQ01000002.1_252	susD		
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL8	NZ_FXTQ01000002.1_253	NZ_FXTQ01000002.1	308216	311197	-	37	NZ_FXTQ01000002.1_253	susC		
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL8	NZ_FXTQ01000002.1_254	NZ_FXTQ01000002.1	311434	312465	+	237	NZ_FXTQ01000002.1_254			
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL8	NZ_FXTQ01000002.1_255	NZ_FXTQ01000002.1	312641	313996	+	176	NZ_FXTQ01000002.1_255			
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL8	NZ_FXTQ01000002.1_256	NZ_FXTQ01000002.1	314015	314668	+	19	NZ_FXTQ01000002.1_256			
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL8	NZ_FXTQ01000002.1_257	NZ_FXTQ01000002.1	314808	317111	+	140	NZ_FXTQ01000002.1_257		GH65	
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL8	NZ_FXTQ01000002.1_258	NZ_FXTQ01000002.1	317138	319252	+	27	NZ_FXTQ01000002.1_258		GH97	
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL8	NZ_FXTQ01000002.1_259	NZ_FXTQ01000002.1	319426	321291	+	174	NZ_FXTQ01000002.1_259		GH13_20	
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL8	NZ_FXTQ01000002.1_260	NZ_FXTQ01000002.1	321375	323060	+	84	NZ_FXTQ01000002.1_260		GH13_19	
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL9	NZ_FXTQ01000002.1_531	NZ_FXTQ01000002.1	631811	632923	-	308751	NZ_FXTQ01000002.1_531		GH43_26	
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL9	NZ_FXTQ01000002.1_532	NZ_FXTQ01000002.1	632965	634944	-	42	NZ_FXTQ01000002.1_532		GH127	
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL9	NZ_FXTQ01000002.1_533	NZ_FXTQ01000002.1	634957	635937	-	13	NZ_FXTQ01000002.1_533		GH43_5	
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL9	NZ_FXTQ01000002.1_534	NZ_FXTQ01000002.1	636034	636978	-	97	NZ_FXTQ01000002.1_534		GH43_29	
GCF_900182675.1_IMG-taxon_2724679792_annotated_assembly	PUL9	NZ_FXTQ01000002.1_535	NZ_FXTQ01000002.1	637179	638801	-	201	NZ_FXTQ01000002.1_535		GH43_4	
