genome	pulid	contigid	start	end	pattern
GCF_904424765.1_CIP105535	PUL1	NZ_CAJGBH010000023.1	22858	37516	GH51-unk-GH127-GH43_5-GH43_29-GH43_4-GH51-susD-susC
GCF_904424765.1_CIP105535	PUL2	NZ_CAJGBH010000025.1	4979	21144	susC-unk-unk-unk-GH43_19;GH43_34-GH27-GH2-GH30_4-GH30_4-susD-susC
GCF_904424765.1_CIP105535	PUL3	NZ_CAJGBH010000027.1	838	6157	susD-susC
GCF_904424765.1_CIP105535	PUL4	NZ_CAJGBH010000028.1	444	5050	susC-susD
GCF_904424765.1_CIP105535	PUL5	NZ_CAJGBH010000028.1	61024	78158	susC-susD-unk-GH76-GH2-GH92-GH125-GH92-GH97
GCF_904424765.1_CIP105535	PUL6	NZ_CAJGBH010000031.1	21766	26678	susD-susC
GCF_904424765.1_CIP105535	PUL7	NZ_CAJGBH010000031.1	30873	35817	susC-susD
GCF_904424765.1_CIP105535	PUL8	NZ_CAJGBH010000031.1	59141	85017	GH3-unk-unk-unk-susD-susC-unk-unk-unk-CE1-unk-unk-GH20
GCF_904424765.1_CIP105535	PUL9	NZ_CAJGBH010000031.1	123072	133785	susC-susD-GH10-unk-GH50-unk-GH2
GCF_904424765.1_CIP105535	PUL10	NZ_CAJGBH010000032.1	24369	29211	susD-susC
GCF_904424765.1_CIP105535	PUL11	NZ_CAJGBH010000032.1	42128	54852	susC-susD-GH2-GH95-GH92
GCF_904424765.1_CIP105535	PUL12	NZ_CAJGBH010000032.1	114337	119012	susD-susC
GCF_904424765.1_CIP105535	PUL13	NZ_CAJGBH010000033.1	491	10904	susC-susD-unk-GH53-GH53-GH2
GCF_904424765.1_CIP105535	PUL14	NZ_CAJGBH010000034.1	9803	19467	GH97-GH13-unk-susD-susC
GCF_904424765.1_CIP105535	PUL15	NZ_CAJGBH010000036.1	90647	105634	GH3-GH30_3-unk-GH30_3-GH30_1-GH30_1-unk-susD-susC
GCF_904424765.1_CIP105535	PUL16	NZ_CAJGBH010000036.1	312225	332671	GH13_10-unk-susD-susC-unk-unk-unk-GH65-GH97-GH13_20-GH13_19
GCF_904424765.1_CIP105535	PUL17	NZ_CAJGBH010000037.1	148834	153527	susD-susC
GCF_904424765.1_CIP105535	PUL18	NZ_CAJGBH010000037.1	169615	174235	susD-susC
GCF_904424765.1_CIP105535	PUL19	NZ_CAJGBH010000039.1	148233	153293	susD-susC
GCF_904424765.1_CIP105535	PUL20	NZ_CAJGBH010000039.1	182618	200316	PL29-unk-susC-susD-GH88-GH2-unk-GH2
GCF_904424765.1_CIP105535	PUL21	NZ_CAJGBH010000040.1	74208	95442	GH128-unk-unk-unk-unk-GH16-GH10-unk-susD-susC-unk-GH3
GCF_904424765.1_CIP105535	PUL22	NZ_CAJGBH010000041.1	108474	113193	susC-susD
GCF_904424765.1_CIP105535	PUL23	NZ_CAJGBH010000041.1	237517	263063	GH95-GH43_9-unk-GH5_4-GH3-GH39-GH97-GH31-GH2-unk-susD-susC
GCF_904424765.1_CIP105535	PUL24	NZ_CAJGBH010000044.1	66019	71059	susD-susC
GCF_904424765.1_CIP105535	PUL25	NZ_CAJGBH010000048.1	76628	104253	GH5_2-GH27-unk-unk-unk-susD-susC-unk-GH26-unk-GH130-unk-GH26-GH5_7-unk-unk-GH3-unk-CE2
GCF_904424765.1_CIP105535	PUL26	NZ_CAJGBH010000049.1	29484	37749	susC-susD-GH99-GH97
GCF_904424765.1_CIP105535	PUL27	NZ_CAJGBH010000049.1	117143	134194	GH28-susC-susD-CE10-unk-GH105-GH105-GH43_10-CE8;PL10_1-GH28-CE12
