genome	pulid	contigid	start	end	pattern
GCF_015350765.1_ASM1535076v1	PUL1	NZ_JADKPP010000001.1	85036	100261	GH3-unk-GH5_46;CBM6-GH3-GH30_1-GH30_1-susD-susC
GCF_015350765.1_ASM1535076v1	PUL2	NZ_JADKPP010000001.1	286755	308318	GH13_10-unk-susD-susC-unk-unk-unk-GH65-GH97-unk-unk-GH13_20-GH13_19
GCF_015350765.1_ASM1535076v1	PUL3	NZ_JADKPP010000001.1	519054	532276	susC-susD-unk-GH13-GH97-CBM26;GH13
GCF_015350765.1_ASM1535076v1	PUL4	NZ_JADKPP010000002.1	144062	149116	susC-susD
GCF_015350765.1_ASM1535076v1	PUL5	NZ_JADKPP010000002.1	361672	366887	susC-susD
GCF_015350765.1_ASM1535076v1	PUL6	NZ_JADKPP010000002.1	492422	504125	susC-susD-unk-susC-susD-PL36_1
GCF_015350765.1_ASM1535076v1	PUL7	NZ_JADKPP010000003.1	1706	36419	GH29-unk-unk-unk-GH92-unk-GH130-CBM9-unk-unk-GH2-GH20-GH29-GH92-GH3-susC-susD-unk-GH33
GCF_015350765.1_ASM1535076v1	PUL8	NZ_JADKPP010000003.1	86130	91215	susC-susD
GCF_015350765.1_ASM1535076v1	PUL9	NZ_JADKPP010000003.1	458961	467662	susC-susD-unk-GH16-GH16
GCF_015350765.1_ASM1535076v1	PUL10	NZ_JADKPP010000004.1	19169	23722	susC-susD
GCF_015350765.1_ASM1535076v1	PUL11	NZ_JADKPP010000004.1	104462	152963	GH28-susC-susD-CE10-unk-GH105-GH105-GH43_10-CE8;PL10_1-GH28-CE12-unk-unk-GH105-GH106-susC-susD-unk-GH117-unk-unk-GH28-unk-CE12-GH2-unk-unk-PL11_1-GT2_Glyco_tranf_2_3
GCF_015350765.1_ASM1535076v1	PUL12	NZ_JADKPP010000004.1	190197	206923	GH2-GH2-GH88-susD-susC-unk-PL29
GCF_015350765.1_ASM1535076v1	PUL13	NZ_JADKPP010000004.1	236917	241729	susD-susC
GCF_015350765.1_ASM1535076v1	PUL14	NZ_JADKPP010000004.1	311030	316040	susC-susD
GCF_015350765.1_ASM1535076v1	PUL15	NZ_JADKPP010000004.1	334181	339122	susC-susD
GCF_015350765.1_ASM1535076v1	PUL16	NZ_JADKPP010000004.1	490718	495539	susC-susD
GCF_015350765.1_ASM1535076v1	PUL17	NZ_JADKPP010000004.1	517455	527277	susC-susD-unk-unk-unk-GH109
GCF_015350765.1_ASM1535076v1	PUL18	NZ_JADKPP010000005.1	214666	239581	susC-susD-unk-GH2-GH31-GH97-GH39-GH3-GH5_4-unk-GH43_9-GH95
GCF_015350765.1_ASM1535076v1	PUL19	NZ_JADKPP010000006.1	60988	73655	susC-unk-unk-susD-susC-unk-susC
GCF_015350765.1_ASM1535076v1	PUL20	NZ_JADKPP010000006.1	222097	226805	susC-susD
GCF_015350765.1_ASM1535076v1	PUL21	NZ_JADKPP010000006.1	331988	403949	GH2-CBM57;GH2-GH138-unk-GH33-GH78;CBM67-GH142-GH95-unk-CBM67;GH78-GH143-GH43_18-GH28-GH140-PL29-PL1_2-unk-PL1_2-susD-susC-unk-GH127-PL1_2-GH139-unk-GH106-GH2-GH137-unk-GH78-unk-unk-unk-unk-GH141
GCF_015350765.1_ASM1535076v1	PUL22	NZ_JADKPP010000007.1	25893	30676	susC-susD
GCF_015350765.1_ASM1535076v1	PUL23	NZ_JADKPP010000007.1	42328	55618	GH125-GH92-GH92-GH2-susD-susC
GCF_015350765.1_ASM1535076v1	PUL24	NZ_JADKPP010000007.1	65956	87295	susC-susD-unk-unk-unk-unk-GH43_31-unk-GH43_26-GH2-GH43_18-GH5_13-susD-susC
GCF_015350765.1_ASM1535076v1	PUL25	NZ_JADKPP010000007.1	208058	234025	GH5_2-GH27-unk-susD-susC-unk-GH26-unk-GH130-unk-GH26-GH5_7-GH97-unk-GH3-unk-CE2
GCF_015350765.1_ASM1535076v1	PUL26	NZ_JADKPP010000008.1	151307	155924	susD-susC
GCF_015350765.1_ASM1535076v1	PUL27	NZ_JADKPP010000008.1	268047	288359	susC-susD-GH18-susC-susD-unk-GH20-GH18
GCF_015350765.1_ASM1535076v1	PUL28	NZ_JADKPP010000010.1	197307	202381	susD-susC
GCF_015350765.1_ASM1535076v1	PUL29	NZ_JADKPP010000012.1	86304	98955	GH13_38-GH13_23-unk-unk-GH130-susD-susC
GCF_015350765.1_ASM1535076v1	PUL30	NZ_JADKPP010000013.1	60821	65638	susC-susD
GCF_015350765.1_ASM1535076v1	PUL31	NZ_JADKPP010000014.1	3225	22779	susC-unk-unk-unk-unk-susC-susD-GH144-CE1-GH3-GH43_28;CBM32
