genome	pulid	contigid	start	end	pattern
GCF_001275605.1_ASM127560v1	PUL1	NZ_LHVT01000001.1	86560	107046	GH13_19-GH13_20-GH97-GH65-unk-unk-unk-susC-susD-unk-GH13_10
GCF_001275605.1_ASM127560v1	PUL2	NZ_LHVT01000002.1	21454	41710	GH18-GH20-unk-susD-susC-GH18-susD-susC
GCF_001275605.1_ASM127560v1	PUL3	NZ_LHVT01000002.1	202415	207031	susC-susD
GCF_001275605.1_ASM127560v1	PUL4	NZ_LHVT01000003.1	126305	130924	susC-susD
GCF_001275605.1_ASM127560v1	PUL5	NZ_LHVT01000003.1	189448	206501	susC-susD-unk-GH76-GH2-GH92-GH125-GH92-GH97
GCF_001275605.1_ASM127560v1	PUL6	NZ_LHVT01000003.1	228879	240755	susC-susD-unk-CBM13;GH43_34-GH31
GCF_001275605.1_ASM127560v1	PUL7	NZ_LHVT01000005.1	78216	83616	susD-susC
GCF_001275605.1_ASM127560v1	PUL8	NZ_LHVT01000005.1	90089	105855	GH16-GH10-unk-susD-susC-unk-GH3
GCF_001275605.1_ASM127560v1	PUL9	NZ_LHVT01000005.1	126115	130628	susC-susD
GCF_001275605.1_ASM127560v1	PUL10	NZ_LHVT01000005.1	234162	238940	susD-susC
GCF_001275605.1_ASM127560v1	PUL11	NZ_LHVT01000006.1	278783	306070	GH33-susD-susC-GH3-GH92-GH29-GH20-GH2-unk-unk-CBM9-GH130-unk-GH92
GCF_001275605.1_ASM127560v1	PUL12	NZ_LHVT01000007.1	74353	84023	GH32-susC-susD-unk-GH32
GCF_001275605.1_ASM127560v1	PUL13	NZ_LHVT01000007.1	225297	229731	susD-susC
GCF_001275605.1_ASM127560v1	PUL14	NZ_LHVT01000007.1	304226	309441	susC-susD
GCF_001275605.1_ASM127560v1	PUL15	NZ_LHVT01000008.1	114425	127738	susC-susD-unk-GH13-GH97-CBM26;GH13
GCF_001275605.1_ASM127560v1	PUL16	NZ_LHVT01000010.1	13031	17414	susC-susD
GCF_001275605.1_ASM127560v1	PUL17	NZ_LHVT01000010.1	42754	47423	susC-susD
GCF_001275605.1_ASM127560v1	PUL18	NZ_LHVT01000011.1	38436	81884	GH2-CBM57;GH2-GH138-unk-GH33-CBM67;GH78-GH142-GH95-unk-GH78;CBM67-GH143-GH43_18-GH28-GH140-PL29-PL1_2-unk-PL1_2-susD-susC
GCF_001275605.1_ASM127560v1	PUL19	NZ_LHVT01000011.1	153759	158813	susD-susC
GCF_001275605.1_ASM127560v1	PUL20	NZ_LHVT01000011.1	188318	205143	PL29-unk-susC-susD-GH88-GH2-GH2
GCF_001275605.1_ASM127560v1	PUL21	NZ_LHVT01000011.1	216944	231093	GH43_19;GH43_34-GH27-GH2-GH30_4-GH30_4-susD-susC
GCF_001275605.1_ASM127560v1	PUL22	NZ_LHVT01000011.1	257260	274653	CE12-GH28-PL10_1;CE8-GH43_10-GH105-GH105-unk-CE10-susD-susC-GH28
GCF_001275605.1_ASM127560v1	PUL23	NZ_LHVT01000015.1	34537	39551	susD-susC
GCF_001275605.1_ASM127560v1	PUL24	NZ_LHVT01000015.1	111106	123798	susC-unk-susD-susC-unk-susC
GCF_001275605.1_ASM127560v1	PUL25	NZ_LHVT01000017.1	29105	46738	susC-susD-unk-GH30_1-GH30_1-GH30_3-GH5_46;CBM6-GH16-unk-GH30_3-GH3
GCF_001275605.1_ASM127560v1	PUL26	NZ_LHVT01000018.1	25704	39328	GH125-GH92-GH92-GH2-susD-susC
GCF_001275605.1_ASM127560v1	PUL27	NZ_LHVT01000018.1	91638	103378	susD-susC-unk-unk-unk-unk-GH32-GT4
GCF_001275605.1_ASM127560v1	PUL28	NZ_LHVT01000020.1	99226	113634	GH51-GH127-GH43_5-GH43_29-GH43_4-GH51-susD-susC
GCF_001275605.1_ASM127560v1	PUL29	NZ_LHVT01000021.1	8588	39334	susC-susD-unk-GH10-GH35-unk-unk-unk-susC-susD-GH5_13-GH43_18-GH2-GH43_26-unk-GH43_31
GCF_001275605.1_ASM127560v1	PUL30	NZ_LHVT01000023.1	58375	63091	susC-susD
GCF_001275605.1_ASM127560v1	PUL31	NZ_LHVT01000023.1	175679	198911	GH95-unk-GH5_4-GH3-GH39-GH97-GH31-GH2-unk-susD-susC
GCF_001275605.1_ASM127560v1	PUL32	NZ_LHVT01000024.1	44014	56746	CBM32;GH43_28-unk-GH3-CE1-GH144-unk-susD-susC
GCF_001275605.1_ASM127560v1	PUL33	NZ_LHVT01000024.1	110478	123235	susC-susD-GH130-unk-unk-GH13_23-GH13_38
GCF_001275605.1_ASM127560v1	PUL34	NZ_LHVT01000024.1	309420	318130	GH16-GH16-unk-susD-susC
GCF_001275605.1_ASM127560v1	PUL35	NZ_LHVT01000025.1	66179	91520	CE2-unk-GH3-unk-unk-unk-GH5_7-GH26-unk-unk-GH130-unk-GH26-unk-susC-susD-unk-GH27-GH5_2
GCF_001275605.1_ASM127560v1	PUL36	NZ_LHVT01000030.1	3132	13008	susC-susD-unk-unk-unk-GH109
GCF_001275605.1_ASM127560v1	PUL37	NZ_LHVT01000034.1	24594	32717	susC-susD-GH99-GH97
GCF_001275605.1_ASM127560v1	PUL38	NZ_LHVT01000035.1	234	10479	GH95-GH2;CBM32-susD-susC
