genome	pulid	contigid	start	end	pattern
GCF_002221975.1_ASM222197v1	PUL1	NZ_MUGZ01000001.1	32000	36719	susC-susD
GCF_002221975.1_ASM222197v1	PUL2	NZ_MUGZ01000001.1	156673	180339	GH95-unk-GH5_4-GH3-GH39-GH97-unk-GH31-GH2-unk-susD-susC
GCF_002221975.1_ASM222197v1	PUL3	NZ_MUGZ01000003.1	105437	118479	susC-susD-unk-GH13-GH97-GH13;CBM26
GCF_002221975.1_ASM222197v1	PUL4	NZ_MUGZ01000004.1	8473	13086	susC-susD
GCF_002221975.1_ASM222197v1	PUL5	NZ_MUGZ01000004.1	44615	49284	susC-susD
GCF_002221975.1_ASM222197v1	PUL6	NZ_MUGZ01000004.1	205812	232956	GH20-unk-CE1-unk-unk-unk-unk-susC-susC-susD-unk-unk-unk-GH3-unk-susC
GCF_002221975.1_ASM222197v1	PUL7	NZ_MUGZ01000004.1	368573	396565	GH5_2-GH27-unk-unk-susD-susC-unk-GH26-unk-GH130-unk-GH26-GH5_7-unk-GH97-unk-unk-unk-GH3-unk-CE2
GCF_002221975.1_ASM222197v1	PUL8	NZ_MUGZ01000005.1	152277	156998	susD-susC
GCF_002221975.1_ASM222197v1	PUL9	NZ_MUGZ01000005.1	375991	381065	susC-susD
GCF_002221975.1_ASM222197v1	PUL10	NZ_MUGZ01000006.1	50030	54469	susD-susC
GCF_002221975.1_ASM222197v1	PUL11	NZ_MUGZ01000007.1	73820	84265	GH2-GH50-unk-GH10-susD-susC
GCF_002221975.1_ASM222197v1	PUL12	NZ_MUGZ01000007.1	131979	178847	GH33-susD-susC-GH3-GH92-GH29-GH20-GH2-unk-unk-CBM9-GH130-unk-unk-GH92-unk-unk-unk-CBM32;GH29-GH43_31-unk-GH43_26-GH2-GH43_18-GH5_13-susD-susC
GCF_002221975.1_ASM222197v1	PUL13	NZ_MUGZ01000007.1	196530	201547	susD-susC
GCF_002221975.1_ASM222197v1	PUL14	NZ_MUGZ01000010.1	34435	46198	GH43_28;CBM32-unk-GH3-CE1-GH144-susD-susC
GCF_002221975.1_ASM222197v1	PUL15	NZ_MUGZ01000010.1	85991	90434	susC-susD
GCF_002221975.1_ASM222197v1	PUL16	NZ_MUGZ01000011.1	6640	14704	GH97-GH99-susD-susC
GCF_002221975.1_ASM222197v1	PUL17	NZ_MUGZ01000011.1	57578	62040	susC-susD
GCF_002221975.1_ASM222197v1	PUL18	NZ_MUGZ01000011.1	118606	133358	GH65-GH97-GH31-GH66-unk-susD-susC
GCF_002221975.1_ASM222197v1	PUL19	NZ_MUGZ01000011.1	194750	200086	susD-susC
GCF_002221975.1_ASM222197v1	PUL20	NZ_MUGZ01000011.1	210541	215154	susD-susC
GCF_002221975.1_ASM222197v1	PUL21	NZ_MUGZ01000011.1	280592	300851	GH18-GH20-unk-susD-susC-GH18-susD-susC
GCF_002221975.1_ASM222197v1	PUL22	NZ_MUGZ01000012.1	76419	81081	susD-susC
GCF_002221975.1_ASM222197v1	PUL23	NZ_MUGZ01000014.1	141278	191808	susC-unk-unk-GH2-GH2;CBM57-GH138-unk-GH33-unk-unk-CBM67;GH78-unk-GH142-GH95-unk-GH78;CBM67-GH143-GH43_18-GH28-GH140-PL29-PL1_2-unk-PL1_2-susD-susC
GCF_002221975.1_ASM222197v1	PUL24	NZ_MUGZ01000014.1	276409	281463	susD-susC
GCF_002221975.1_ASM222197v1	PUL25	NZ_MUGZ01000015.1	54864	64040	susC-unk-unk-unk-susC-susD
GCF_002221975.1_ASM222197v1	PUL26	NZ_MUGZ01000015.1	231167	243151	GH89-susC-susD-GH92-GH92
GCF_002221975.1_ASM222197v1	PUL27	NZ_MUGZ01000017.1	100184	120987	GH13_19-GH13_20-GH97-GH65-unk-unk-unk-susC-susD-unk-GH13_10
GCF_002221975.1_ASM222197v1	PUL28	NZ_MUGZ01000017.1	315463	330335	susC-susD-GH30_1-GH30_1-GH3-unk-GH30_3-GH3
GCF_002221975.1_ASM222197v1	PUL29	NZ_MUGZ01000018.1	24330	37683	GH125-GH92-GH92-GH2-susD-susC
GCF_002221975.1_ASM222197v1	PUL30	NZ_MUGZ01000020.1	10850	15793	susC-susD
GCF_002221975.1_ASM222197v1	PUL31	NZ_MUGZ01000020.1	90659	111693	susC-susD-GH43_12-unk-CE6;CE1-GH115-GH146-GH43_10-GH3-GH97
GCF_002221975.1_ASM222197v1	PUL32	NZ_MUGZ01000020.1	116461	147573	susC-susD-unk-unk-GH8-GH16-GH10-unk-susD-susC-unk-GH3-unk-unk-unk-susC
GCF_002221975.1_ASM222197v1	PUL33	NZ_MUGZ01000020.1	203460	212641	GH97-unk-unk-susC-susD
GCF_002221975.1_ASM222197v1	PUL34	NZ_MUGZ01000022.1	137674	146343	GH16-GH16-unk-susD-susC
GCF_002221975.1_ASM222197v1	PUL35	NZ_MUGZ01000027.1	11185	27860	PL29-unk-susC-susD-GH88-GH2-GH2
GCF_002221975.1_ASM222197v1	PUL36	NZ_MUGZ01000027.1	53036	83978	susC-PL11_1-unk-unk-GH2-CE12-unk-GH28-unk-unk-GH117-unk-susD-susC-GH106-GH105
GCF_002221975.1_ASM222197v1	PUL37	NZ_MUGZ01000031.1	243	17277	CE12-GH28-CE8;PL10_1-GH43_10-GH105-GH105-GH105-CE10-susD-susC-GH28
GCF_002221975.1_ASM222197v1	PUL38	NZ_MUGZ01000033.1	53327	58530	susC-susD
GCF_002221975.1_ASM222197v1	PUL39	NZ_MUGZ01000035.1	38099	42923	susC-susD
