genome	pulid	protein_id	contig	start	end	strand	dist	protein_name	sus	hmm	active
GCF_007990815.1_ASM799081v1	PUL1	NZ_BJXD01000005.1_18	NZ_BJXD01000005.1	20743	23883	+	0	NZ_BJXD01000005.1_18	susC		
GCF_007990815.1_ASM799081v1	PUL1	NZ_BJXD01000005.1_19	NZ_BJXD01000005.1	23905	25464	+	22	NZ_BJXD01000005.1_19	susD		
GCF_007990815.1_ASM799081v1	PUL2	NZ_BJXD01000014.1_33	NZ_BJXD01000014.1	41516	43039	-	16052	NZ_BJXD01000014.1_33	susD		
GCF_007990815.1_ASM799081v1	PUL2	NZ_BJXD01000014.1_34	NZ_BJXD01000014.1	43053	46022	-	14	NZ_BJXD01000014.1_34	susC		
GCF_007990815.1_ASM799081v1	PUL3	NZ_BJXD01000030.1_4	NZ_BJXD01000030.1	2396	5242	-	-43626	NZ_BJXD01000030.1_4		GH13_10	
GCF_007990815.1_ASM799081v1	PUL3	NZ_BJXD01000030.1_5	NZ_BJXD01000030.1	5370	6479	-	128	NZ_BJXD01000030.1_5			
GCF_007990815.1_ASM799081v1	PUL3	NZ_BJXD01000030.1_6	NZ_BJXD01000030.1	6499	8073	-	20	NZ_BJXD01000030.1_6	susD		
GCF_007990815.1_ASM799081v1	PUL3	NZ_BJXD01000030.1_7	NZ_BJXD01000030.1	8171	11230	-	98	NZ_BJXD01000030.1_7	susC		
GCF_007990815.1_ASM799081v1	PUL3	NZ_BJXD01000030.1_8	NZ_BJXD01000030.1	11464	11718	-	234	NZ_BJXD01000030.1_8			
GCF_007990815.1_ASM799081v1	PUL3	NZ_BJXD01000030.1_9	NZ_BJXD01000030.1	11797	12834	+	79	NZ_BJXD01000030.1_9			
GCF_007990815.1_ASM799081v1	PUL3	NZ_BJXD01000030.1_10	NZ_BJXD01000030.1	13039	14376	+	205	NZ_BJXD01000030.1_10			
GCF_007990815.1_ASM799081v1	PUL3	NZ_BJXD01000030.1_11	NZ_BJXD01000030.1	14383	15036	+	7	NZ_BJXD01000030.1_11			
GCF_007990815.1_ASM799081v1	PUL3	NZ_BJXD01000030.1_12	NZ_BJXD01000030.1	15121	17424	+	85	NZ_BJXD01000030.1_12		GH65	
GCF_007990815.1_ASM799081v1	PUL3	NZ_BJXD01000030.1_13	NZ_BJXD01000030.1	17569	18477	+	145	NZ_BJXD01000030.1_13		CE1	
GCF_007990815.1_ASM799081v1	PUL3	NZ_BJXD01000030.1_14	NZ_BJXD01000030.1	18488	20323	+	11	NZ_BJXD01000030.1_14		GH13	
GCF_007990815.1_ASM799081v1	PUL4	NZ_BJXD01000031.1_25	NZ_BJXD01000031.1	29707	31134	+	9384	NZ_BJXD01000031.1_25		GH28	
GCF_007990815.1_ASM799081v1	PUL4	NZ_BJXD01000031.1_26	NZ_BJXD01000031.1	31166	34369	+	32	NZ_BJXD01000031.1_26	susC		
GCF_007990815.1_ASM799081v1	PUL4	NZ_BJXD01000031.1_27	NZ_BJXD01000031.1	34389	36191	+	20	NZ_BJXD01000031.1_27	susD		
GCF_007990815.1_ASM799081v1	PUL4	NZ_BJXD01000031.1_28	NZ_BJXD01000031.1	36220	37065	+	29	NZ_BJXD01000031.1_28		GH105	
GCF_007990815.1_ASM799081v1	PUL5	NZ_BJXD01000080.1_7	NZ_BJXD01000080.1	8108	11239	+	-28957	NZ_BJXD01000080.1_7	susC		
GCF_007990815.1_ASM799081v1	PUL5	NZ_BJXD01000080.1_8	NZ_BJXD01000080.1	11287	12795	+	48	NZ_BJXD01000080.1_8	susD		
GCF_007990815.1_ASM799081v1	PUL5	NZ_BJXD01000080.1_9	NZ_BJXD01000080.1	12848	13969	+	53	NZ_BJXD01000080.1_9			
GCF_007990815.1_ASM799081v1	PUL5	NZ_BJXD01000080.1_10	NZ_BJXD01000080.1	13983	14930	+	14	NZ_BJXD01000080.1_10			
GCF_007990815.1_ASM799081v1	PUL5	NZ_BJXD01000080.1_11	NZ_BJXD01000080.1	15041	16099	+	111	NZ_BJXD01000080.1_11		GH16	
