genome	pulid	contigid	start	end	pattern
GCF_902167265.1_flavo_2	PUL1	NZ_CABHLX010000001.1	134802	139812	susD-susC
GCF_902167265.1_flavo_2	PUL2	NZ_CABHLX010000001.1	170560	239757	susC-susD-unk-unk-unk-unk-CE10;GH43_18-GH2-GH105-GH106-susC-susD-susC-susD-susC-susD-unk-GH159-unk-GH105-unk-GH43_24-GH28-GH115-CE12-GH2-CE12-unk-unk-PL11_1-unk-unk-unk-unk-GH28
GCF_902167265.1_flavo_2	PUL3	NZ_CABHLX010000001.1	267714	295252	susC-susD-unk-GH43_10-GH105-GH28-GH43_10-CE8-unk-CE10-PL1_2;CE8;CBM6-unk-GH106
GCF_902167265.1_flavo_2	PUL4	NZ_CABHLX010000001.1	590177	595392	susD-susC
GCF_902167265.1_flavo_2	PUL5	NZ_CABHLX010000001.1	680637	685101	susC-susD
GCF_902167265.1_flavo_2	PUL6	NZ_CABHLX010000001.1	864269	869023	susC-susD
GCF_902167265.1_flavo_2	PUL7	NZ_CABHLX010000001.1	915578	958141	GH28-CE12-GH95-GH43_10-PL11-CE8-PL1_2-unk-susD-susC-GH95-GH97-unk-unk-unk-unk-GH154-GH43_17-GH43_24-GH16-GH128-susD-susC
GCF_902167265.1_flavo_2	PUL8	NZ_CABHLX010000001.1	1023171	1028172	susD-susC
GCF_902167265.1_flavo_2	PUL9	NZ_CABHLX010000001.1	1031895	1041494	GH125-unk-unk-unk-susD-susC
GCF_902167265.1_flavo_2	PUL10	NZ_CABHLX010000001.1	1045230	1050315	susD-susC
GCF_902167265.1_flavo_2	PUL11	NZ_CABHLX010000001.1	1079083	1084029	susC-susD
GCF_902167265.1_flavo_2	PUL12	NZ_CABHLX010000001.1	1223607	1228463	susC-susD
GCF_902167265.1_flavo_2	PUL13	NZ_CABHLX010000001.1	1416438	1428215	GH43_28;CBM32-unk-GH3-CE1-GH144-susD-susC
GCF_902167265.1_flavo_2	PUL14	NZ_CABHLX010000001.1	1469669	1474093	susD-susC
GCF_902167265.1_flavo_2	PUL15	NZ_CABHLX010000001.1	1879173	1886811	susC-susD-unk-GH109
GCF_902167265.1_flavo_2	PUL16	NZ_CABHLX010000001.1	2165006	2179045	CE1-unk-susC-susD-unk-unk-unk-GH3
GCF_902167265.1_flavo_2	PUL17	NZ_CABHLX010000001.1	2249206	2265011	GH20-GH92-unk-unk-unk-unk-susD-susC
GCF_902167265.1_flavo_2	PUL18	NZ_CABHLX010000001.1	2368829	2373423	susD-susC
GCF_902167265.1_flavo_2	PUL19	NZ_CABHLX010000001.1	2384609	2389596	susD-susC
GCF_902167265.1_flavo_2	PUL20	NZ_CABHLX010000001.1	2395915	2406218	GH35-GH10-unk-susD-susC
GCF_902167265.1_flavo_2	PUL21	NZ_CABHLX010000001.1	2967907	2982412	GH3-GH30_3-unk-GH16-GH30_3-GH30_1-unk-susD-susC
GCF_902167265.1_flavo_2	PUL22	NZ_CABHLX010000001.1	2984357	2989313	susD-susC
GCF_902167265.1_flavo_2	PUL23	NZ_CABHLX010000001.1	3189119	3210187	GH13_10-unk-susD-susC-unk-unk-unk-GH65-GH97-CE1-GH13_20-GH13_19
GCF_902167265.1_flavo_2	PUL24	NZ_CABHLX010000001.1	3920605	3939927	susC-susD-unk-GH2-GH31-GH97-GH39-GH3-GH5_4
GCF_902167265.1_flavo_2	PUL25	NZ_CABHLX010000001.1	4039658	4044905	susC-susD
GCF_902167265.1_flavo_2	PUL26	NZ_CABHLX010000001.1	4314901	4319584	susD-susC
GCF_902167265.1_flavo_2	PUL27	NZ_CABHLX010000001.1	4452336	4460756	susC-susD-unk-unk-susC
GCF_902167265.1_flavo_2	PUL28	NZ_CABHLX010000001.1	4532870	4537935	susC-susD
GCF_902167265.1_flavo_2	PUL29	NZ_CABHLX010000001.1	4547677	4558219	susC-susD-GH10-unk-GH50-GH2
GCF_902167265.1_flavo_2	PUL30	NZ_CABHLX010000001.1	4811425	4839568	CE2-unk-GH3-unk-unk-GH97-GH5_7-GH26-unk-unk-GH130-unk-GH26-unk-susC-susD-unk-unk-GH27-GH5_2
GCF_902167265.1_flavo_2	PUL31	NZ_CABHLX010000001.1	4991751	4996680	susC-susD
GCF_902167265.1_flavo_2	PUL32	NZ_CABHLX010000001.1	5145384	5150057	susD-susC
GCF_902167265.1_flavo_2	PUL33	NZ_CABHLX010000001.1	5174801	5179414	susD-susC
GCF_902167265.1_flavo_2	PUL34	NZ_CABHLX010000001.1	5323355	5333441	susC-susD-GH18-unk-GH20
GCF_902167265.1_flavo_2	PUL35	NZ_CABHLX010000001.1	5410289	5432503	susC-susD-unk-GH92-unk-GH89-susC-susD-GH92-GH92
GCF_902167265.1_flavo_2	PUL36	NZ_CABHLX010000001.1	5443651	5467314	GH2-unk-unk-GH28-GH28-GH51-GH95-unk-unk-CE1-unk-unk-susC-susD
GCF_902167265.1_flavo_2	PUL37	NZ_CABHLX010000001.1	5567485	5578752	GH16-unk-GH86-unk-susD-susC
GCF_902167265.1_flavo_2	PUL38	NZ_CABHLX010000001.1	5665654	5670073	susD-susC
GCF_902167265.1_flavo_2	PUL39	NZ_CABHLX010000001.1	5705872	5713973	susC-susD-GH99-GH97
GCF_902167265.1_flavo_2	PUL40	NZ_CABHLX010000001.1	5835339	5851980	susC-susD-GH30_4-GH30_4-GH2-GH27-GH51-GH43_19;GH43_34
GCF_902167265.1_flavo_2	PUL41	NZ_CABHLX010000001.1	5868698	5879380	susD-susC-unk-PL29
GCF_902167265.1_flavo_2	PUL42	NZ_CABHLX010000001.1	5969492	6014446	susC-susD-PL1_2-unk-PL1_2-PL29-GH140-GH28-GH43_18-GH143-GH78;CBM67-unk-unk-GH95-GH142-unk-CBM67;GH78-GH33-unk-GH138-CBM57;GH2-GH2
GCF_902167265.1_flavo_2	PUL43	NZ_CABHLX010000001.1	6019477	6024481	susC-susD
GCF_902167265.1_flavo_2	PUL44	NZ_CABHLX010000001.1	6034853	6074980	CBM32;GH29-unk-unk-unk-GH92-unk-GH130-CBM9-unk-unk-GH20-GH35-unk-GH29-GH92-GH3-susC-susD-unk-GH33-unk-unk-unk-unk-susC
GCF_902167265.1_flavo_2	PUL45	NZ_CABHLX010000001.1	6151376	6157992	GH32-susC-susD
