genome	pulid	contigid	start	end	pattern
GCF_002217435.1_ASM221743v1	PUL1	NZ_MUHF01000001.1	60813	76646	susC-susD-GH30_1-GH30_1-GH30_3-GH5_46;CBM6-unk-GH30_3-GH3
GCF_002217435.1_ASM221743v1	PUL2	NZ_MUHF01000002.1	77008	81410	susD-susC
GCF_002217435.1_ASM221743v1	PUL3	NZ_MUHF01000002.1	90586	95192	susD-susC
GCF_002217435.1_ASM221743v1	PUL4	NZ_MUHF01000002.1	145334	158833	susC-unk-unk-unk-susC-susD
GCF_002217435.1_ASM221743v1	PUL5	NZ_MUHF01000002.1	216046	230140	susC-susD-unk-GH20-GH18
GCF_002217435.1_ASM221743v1	PUL6	NZ_MUHF01000002.1	302027	321677	susC-susD-GH43_12-unk-CE1;CE6-GH115-GH146-GH43_10-GH97
GCF_002217435.1_ASM221743v1	PUL7	NZ_MUHF01000002.1	326483	333483	susC-susD-GH3
GCF_002217435.1_ASM221743v1	PUL8	NZ_MUHF01000003.1	253	28901	susC-susD-unk-GH76-GH2-GH125-GH92-GH97-unk-unk-GH5_13-GH43_26-GH31-GH92-GH43_34
GCF_002217435.1_ASM221743v1	PUL9	NZ_MUHF01000003.1	29723	48716	susC-susD-unk-CBM13;GH43_34-GH31-unk-unk-susC-susD
GCF_002217435.1_ASM221743v1	PUL10	NZ_MUHF01000004.1	17310	27017	GH92-GH92-susD-susC
GCF_002217435.1_ASM221743v1	PUL11	NZ_MUHF01000006.1	50306	67189	GH28-susC-susD-CE10-GH105-GH105-GH105-GH43_10-CE8;PL10_1-GH28-CE12
GCF_002217435.1_ASM221743v1	PUL12	NZ_MUHF01000006.1	122513	139873	GH2-unk-GH2-GH88-susD-susC-unk-PL29
GCF_002217435.1_ASM221743v1	PUL13	NZ_MUHF01000007.1	92716	102314	susD-susC-susD-susC
GCF_002217435.1_ASM221743v1	PUL14	NZ_MUHF01000007.1	231407	244406	susC-susD-susC-susD-unk-susC
GCF_002217435.1_ASM221743v1	PUL15	NZ_MUHF01000007.1	327662	332686	susC-susD
GCF_002217435.1_ASM221743v1	PUL16	NZ_MUHF01000008.1	58747	63735	susD-susC
GCF_002217435.1_ASM221743v1	PUL17	NZ_MUHF01000008.1	90736	95498	susC-susD
GCF_002217435.1_ASM221743v1	PUL18	NZ_MUHF01000009.1	19061	52744	GH33-unk-susD-susC-GH3-GH92-GH29-GH35-GH20-unk-unk-CBM9-GH130-unk-GH92-unk-unk-unk-GH29
GCF_002217435.1_ASM221743v1	PUL19	NZ_MUHF01000009.1	56944	100465	GH2-GH2;CBM57-GH138-unk-GH33-GH78;CBM67-GH142-GH95-unk-GH78;CBM67-GH143-GH43_18-GH28-GH140-PL29-PL1_2-unk-PL1_2-susD-susC
GCF_002217435.1_ASM221743v1	PUL20	NZ_MUHF01000009.1	175423	180486	susD-susC
GCF_002217435.1_ASM221743v1	PUL21	NZ_MUHF01000011.1	176518	184567	susC-susD-GH99-GH97
GCF_002217435.1_ASM221743v1	PUL22	NZ_MUHF01000017.1	32	17650	GH5_7-unk-GH130-unk-GH26-unk-susC-susD-unk-unk-GH27-GH5_2
GCF_002217435.1_ASM221743v1	PUL23	NZ_MUHF01000017.1	166650	171594	susC-susD
GCF_002217435.1_ASM221743v1	PUL24	NZ_MUHF01000017.1	175882	180526	susC-susD
GCF_002217435.1_ASM221743v1	PUL25	NZ_MUHF01000019.1	402174	420604	GH13_19-GH13_20-unk-CE1-GH97-GH65-unk-unk-unk-susC-susD
GCF_002217435.1_ASM221743v1	PUL26	NZ_MUHF01000021.1	128366	140157	CBM32;GH43_28-unk-GH3-CE1-GH144-susD-susC
GCF_002217435.1_ASM221743v1	PUL27	NZ_MUHF01000027.1	58995	89726	susD-susC-unk-unk-unk-unk-susC-unk-unk-unk-susC-unk-unk-unk-unk-susC-unk-unk-susD-susC
GCF_002217435.1_ASM221743v1	PUL28	NZ_MUHF01000029.1	16327	33531	GH89-susC-susD-GH92-GH92-unk-unk-unk-GH28
GCF_002217435.1_ASM221743v1	PUL29	NZ_MUHF01000029.1	54449	59067	susC-susD
GCF_002217435.1_ASM221743v1	PUL30	NZ_MUHF01000029.1	64408	69404	susC-susD
GCF_002217435.1_ASM221743v1	PUL31	NZ_MUHF01000029.1	77350	82418	susC-susD
GCF_002217435.1_ASM221743v1	PUL32	NZ_MUHF01000030.1	41590	46311	susC-susD
GCF_002217435.1_ASM221743v1	PUL33	NZ_MUHF01000031.1	22734	36190	GH43_18-susC-susD-unk-GH105-unk-GH115-GH28
GCF_002217435.1_ASM221743v1	PUL34	NZ_MUHF01000032.1	92019	115468	GH95-unk-GH5_4-GH3-GH39-GH97-GH31-GH2-unk-susD-susC
GCF_002217435.1_ASM221743v1	PUL35	NZ_MUHF01000034.1	6143	14847	susC-susD-unk-GH16-GH16
GCF_002217435.1_ASM221743v1	PUL36	NZ_MUHF01000035.1	1	8736	susC-susD-unk-GH117-GH28-CE12
GCF_002217435.1_ASM221743v1	PUL37	NZ_MUHF01000041.1	12615	17830	susD-susC
