genome	pulid	protein_id	contig	start	end	strand	dist	protein_name	sus	hmm	active
GCF_903819445.1_CIP110025	PUL1	NZ_CAIJDO010000049.1_2	NZ_CAIJDO010000049.1	714	2942	-	0	NZ_CAIJDO010000049.1_2		GH3	
GCF_903819445.1_CIP110025	PUL1	NZ_CAIJDO010000049.1_3	NZ_CAIJDO010000049.1	2962	5220	-	20	NZ_CAIJDO010000049.1_3		GH3	
GCF_903819445.1_CIP110025	PUL1	NZ_CAIJDO010000049.1_4	NZ_CAIJDO010000049.1	5329	6789	-	109	NZ_CAIJDO010000049.1_4		GH30_1	
GCF_903819445.1_CIP110025	PUL1	NZ_CAIJDO010000049.1_5	NZ_CAIJDO010000049.1	7009	8568	-	220	NZ_CAIJDO010000049.1_5	susD		
GCF_903819445.1_CIP110025	PUL1	NZ_CAIJDO010000049.1_6	NZ_CAIJDO010000049.1	8592	11642	-	24	NZ_CAIJDO010000049.1_6	susC		
GCF_903819445.1_CIP110025	PUL2	NZ_CAIJDO010000050.1_11	NZ_CAIJDO010000050.1	23413	26781	+	11771	NZ_CAIJDO010000050.1_11	susC		
GCF_903819445.1_CIP110025	PUL2	NZ_CAIJDO010000050.1_12	NZ_CAIJDO010000050.1	26798	28825	+	17	NZ_CAIJDO010000050.1_12	susD		
GCF_903819445.1_CIP110025	PUL2	NZ_CAIJDO010000050.1_13	NZ_CAIJDO010000050.1	28972	30681	+	147	NZ_CAIJDO010000050.1_13		PL1_2	
GCF_903819445.1_CIP110025	PUL2	NZ_CAIJDO010000050.1_14	NZ_CAIJDO010000050.1	30760	31431	+	79	NZ_CAIJDO010000050.1_14			
GCF_903819445.1_CIP110025	PUL2	NZ_CAIJDO010000050.1_15	NZ_CAIJDO010000050.1	31534	33234	+	103	NZ_CAIJDO010000050.1_15		PL1_2	
GCF_903819445.1_CIP110025	PUL2	NZ_CAIJDO010000050.1_16	NZ_CAIJDO010000050.1	33322	36477	+	88	NZ_CAIJDO010000050.1_16			
GCF_903819445.1_CIP110025	PUL2	NZ_CAIJDO010000050.1_17	NZ_CAIJDO010000050.1	36583	37986	+	106	NZ_CAIJDO010000050.1_17		GH140	
