genome	pulid	contigid	start	end	pattern
GCF_002920895.1_ASM292089v1	PUL1	NZ_PQVG01000001.1	253187	259652	susD-susC-GH32
GCF_002920895.1_ASM292089v1	PUL2	NZ_PQVG01000001.1	261605	333847	GH32-unk-unk-CE8-PL1_2;CBM6-GH28;CBM6-CBM6;CE8-GH28-GH105-GH43_10-unk-susD-susC-unk-unk-GH3-GH2-GH2-GH35-unk-GH35-unk-GH2-GH2-unk-unk-susD-susC-unk-unk-susD-susC
GCF_002920895.1_ASM292089v1	PUL3	NZ_PQVG01000001.1	418772	423412	susC-susD
GCF_002920895.1_ASM292089v1	PUL4	NZ_PQVG01000001.1	511886	528743	GH43_26-unk-GH127-GH43_5-GH2-GH43_29-GH43_4-GH51-susD-susC
GCF_002920895.1_ASM292089v1	PUL5	NZ_PQVG01000001.1	540308	560202	GH3-GH67-GH10-unk-GH43_1-GH2-susC-susD-unk-GH10
GCF_002920895.1_ASM292089v1	PUL6	NZ_PQVG01000002.1	58292	95136	GH28-unk-unk-unk-GH2-unk-unk-unk-GH29-unk-GH28-unk-unk-GH92-GH92-susD-susC-unk-GH89
GCF_002920895.1_ASM292089v1	PUL7	NZ_PQVG01000002.1	372507	377660	susD-susC
GCF_002920895.1_ASM292089v1	PUL8	NZ_PQVG01000003.1	127205	150883	GH9-GH3-unk-GH16-unk-susD-susC-unk-GH94-unk-unk-unk-GH88-GH145-GH154
GCF_002920895.1_ASM292089v1	PUL9	NZ_PQVG01000003.1	336995	358248	GH13_19-GH31-GH13-GH65-unk-unk-unk-unk-susC-susD-unk-unk-GH13_10
GCF_002920895.1_ASM292089v1	PUL10	NZ_PQVG01000004.1	407126	456885	GH13-unk-GH92-susD-susC-unk-GH30_1-GH30_3-susD-susC-unk-GH51-GH43_34-GH43_19-GH146-GH31-GH43_19-GH27;CBM51-GH2-GH43_19-GH30_4-GH30_4-susD-susC
GCF_002920895.1_ASM292089v1	PUL11	NZ_PQVG01000005.1	66208	138799	GH2-unk-GH2;CBM57-GH138-GH33-CBM67;GH78-unk-GH142-GH95-unk-CBM67;GH78-GH143-GH43_18-GH28-GH140-PL29-PL1_2-unk-PL1_2-susD-susC-CE8-CE10-GH127-PL1_2-GH139-unk-GH106-GH2-GH137-unk-GH78-unk-unk-GH141
GCF_002920895.1_ASM292089v1	PUL12	NZ_PQVG01000008.1	180071	184759	susD-susC
GCF_002920895.1_ASM292089v1	PUL13	NZ_PQVG01000009.1	20036	61157	CE12-GH2-CE12-PL9_1-PL9_1-GH106-GH42-GH115-PL4-unk-unk-GH28-GH43_24-unk-GH105-unk-unk-GH28-GH2-unk-unk-susD-susC
