genome	pulid	contigid	start	end	pattern
GCF_003254625.1_ASM325462v1	PUL1	NZ_QJRJ01000065.1	37101	48896	susC-susD-GH144-CE1-GH3-unk-GH43_28;CBM32
GCF_003254625.1_ASM325462v1	PUL2	NZ_QJRJ01000068.1	4246	8973	susC-susD
GCF_003254625.1_ASM325462v1	PUL3	NZ_QJRJ01000068.1	69527	83500	GH125-GH89-susC-susD-GH92-GH92
GCF_003254625.1_ASM325462v1	PUL4	NZ_QJRJ01000069.1	145197	160736	susC-susD-GH43_5-GH51-GH43_4-GH43_29-GH43_5-GH127-GH51
GCF_003254625.1_ASM325462v1	PUL5	NZ_QJRJ01000072.1	70259	74903	susD-susC
GCF_003254625.1_ASM325462v1	PUL6	NZ_QJRJ01000072.1	75470	80221	susD-susC
GCF_003254625.1_ASM325462v1	PUL7	NZ_QJRJ01000073.1	16185	30347	GH18-unk-GH20-unk-susD-susC
GCF_003254625.1_ASM325462v1	PUL8	NZ_QJRJ01000073.1	149712	154323	susC-susD
GCF_003254625.1_ASM325462v1	PUL9	NZ_QJRJ01000073.1	190312	194981	susC-susD
GCF_003254625.1_ASM325462v1	PUL10	NZ_QJRJ01000074.1	15545	28377	susC-unk-susC-susD-unk-susC
GCF_003254625.1_ASM325462v1	PUL11	NZ_QJRJ01000074.1	108251	113289	susC-susD
GCF_003254625.1_ASM325462v1	PUL12	NZ_QJRJ01000075.1	164223	177174	susC-susD-unk-GH13-GH97-CBM26;GH13
GCF_003254625.1_ASM325462v1	PUL13	NZ_QJRJ01000076.1	208050	212681	susC-susD
GCF_003254625.1_ASM325462v1	PUL14	NZ_QJRJ01000077.1	280454	306115	GH95-unk-GH5_4-GH3-GH39-GH3-GH97-GH31-GH2-unk-susD-susC
GCF_003254625.1_ASM325462v1	PUL15	NZ_QJRJ01000078.1	213136	217734	susD-susC
GCF_003254625.1_ASM325462v1	PUL16	NZ_QJRJ01000078.1	298595	303600	susD-susC
GCF_003254625.1_ASM325462v1	PUL17	NZ_QJRJ01000078.1	310866	321005	GH35-GH10-unk-susD-susC
GCF_003254625.1_ASM325462v1	PUL18	NZ_QJRJ01000079.1	88402	104426	GH3-GH30_3-unk-GH16-GH30_3-GH30_1-GH30_1-unk-susD-susC
GCF_003254625.1_ASM325462v1	PUL19	NZ_QJRJ01000079.1	106411	111358	susD-susC
GCF_003254625.1_ASM325462v1	PUL20	NZ_QJRJ01000079.1	304862	326428	GH13_10-unk-susD-susC-unk-unk-unk-GH65-GH97-CE1-unk-unk-GH13_20-GH13_19
GCF_003254625.1_ASM325462v1	PUL21	NZ_QJRJ01000080.1	65979	71034	susD-susC
GCF_003254625.1_ASM325462v1	PUL22	NZ_QJRJ01000080.1	133336	159431	susC-unk-unk-GH20-unk-CE1-unk-unk-susC-susD-unk-unk-unk-GH3
GCF_003254625.1_ASM325462v1	PUL23	NZ_QJRJ01000080.1	301727	329289	GH5_2-GH27-unk-unk-susD-susC-unk-unk-GH26-unk-GH130-unk-unk-GH26-GH5_7-GH97-unk-GH3-unk-CE2
GCF_003254625.1_ASM325462v1	PUL24	NZ_QJRJ01000080.1	373912	378675	susC-susD
GCF_003254625.1_ASM325462v1	PUL25	NZ_QJRJ01000081.1	57488	65613	susC-susD-GH99-GH97
GCF_003254625.1_ASM325462v1	PUL26	NZ_QJRJ01000081.1	140200	157221	GH28-susC-susD-CE10-unk-GH105-GH105-GH43_10-PL10_1;CE8-GH28-CE12
GCF_003254625.1_ASM325462v1	PUL27	NZ_QJRJ01000081.1	185963	200045	susC-susD-GH30_4-GH30_4-GH2-GH27-GH43_34;GH43_19
GCF_003254625.1_ASM325462v1	PUL28	NZ_QJRJ01000081.1	211379	228118	GH2-GH2-GH88-susD-susC-unk-PL29
GCF_003254625.1_ASM325462v1	PUL29	NZ_QJRJ01000081.1	316576	360233	susC-susD-PL1_2-unk-PL1_2-PL29-GH140-GH28-GH43_18-GH143-GH78;CBM67-unk-GH95-GH142-CBM67;GH78-GH33-unk-GH138-CBM57;GH2-GH2
GCF_003254625.1_ASM325462v1	PUL30	NZ_QJRJ01000081.1	365564	406052	GH29-unk-unk-unk-GH92-unk-GH130-CBM9-unk-unk-GH20-GH35-GH29-GH92-GH3-susC-susD-unk-GH33-unk-unk-unk-unk-susC
GCF_003254625.1_ASM325462v1	PUL31	NZ_QJRJ01000081.1	483057	488074	susC-susD
GCF_003254625.1_ASM325462v1	PUL32	NZ_QJRJ01000081.1	527028	530799	susD-susC
GCF_003254625.1_ASM325462v1	PUL33	NZ_QJRJ01000082.1	146294	151115	susD-susC
GCF_003254625.1_ASM325462v1	PUL34	NZ_QJRJ01000082.1	178308	191382	susC-susD-GH5_13-GH43_18-GH2-GH43_26-unk-GH43_31
GCF_003254625.1_ASM325462v1	PUL35	NZ_QJRJ01000082.1	340267	348514	susC-susD-unk-unk-unk-CE10
GCF_003254625.1_ASM325462v1	PUL36	NZ_QJRJ01000082.1	456245	465834	GH32-susC-susD-unk-GH32
