genome	pulid	protein_id	contig	start	end	strand	dist	protein_name	sus	hmm	active
GCF_902167275.1_flavo_1	PUL1	NZ_CABHLW010000004.1_68	NZ_CABHLW010000004.1	111432	113318	-	0	NZ_CABHLW010000004.1_68	susD		
GCF_902167275.1_flavo_1	PUL1	NZ_CABHLW010000004.1_69	NZ_CABHLW010000004.1	113335	116442	-	17	NZ_CABHLW010000004.1_69	susC		
GCF_902167275.1_flavo_1	PUL2	NZ_CABHLW010000004.1_93	NZ_CABHLW010000004.1	147190	150627	+	30748	NZ_CABHLW010000004.1_93	susC		
GCF_902167275.1_flavo_1	PUL2	NZ_CABHLW010000004.1_94	NZ_CABHLW010000004.1	150635	152068	+	8	NZ_CABHLW010000004.1_94	susD		
GCF_902167275.1_flavo_1	PUL2	NZ_CABHLW010000004.1_95	NZ_CABHLW010000004.1	152078	153652	+	10	NZ_CABHLW010000004.1_95			
GCF_902167275.1_flavo_1	PUL2	NZ_CABHLW010000004.1_96	NZ_CABHLW010000004.1	153666	154562	+	14	NZ_CABHLW010000004.1_96			
GCF_902167275.1_flavo_1	PUL2	NZ_CABHLW010000004.1_97	NZ_CABHLW010000004.1	154761	156053	+	199	NZ_CABHLW010000004.1_97			
GCF_902167275.1_flavo_1	PUL2	NZ_CABHLW010000004.1_98	NZ_CABHLW010000004.1	156089	157069	-	36	NZ_CABHLW010000004.1_98			
GCF_902167275.1_flavo_1	PUL2	NZ_CABHLW010000004.1_99	NZ_CABHLW010000004.1	157500	159308	-	431	NZ_CABHLW010000004.1_99		CE10;GH43_18	
GCF_902167275.1_flavo_1	PUL2	NZ_CABHLW010000004.1_100	NZ_CABHLW010000004.1	159292	162258	-	-16	NZ_CABHLW010000004.1_100		GH2	
GCF_902167275.1_flavo_1	PUL2	NZ_CABHLW010000004.1_101	NZ_CABHLW010000004.1	162258	163382	-	0	NZ_CABHLW010000004.1_101		GH105	
GCF_902167275.1_flavo_1	PUL2	NZ_CABHLW010000004.1_102	NZ_CABHLW010000004.1	163405	166191	-	23	NZ_CABHLW010000004.1_102		GH106	
GCF_902167275.1_flavo_1	PUL2	NZ_CABHLW010000004.1_103	NZ_CABHLW010000004.1	166614	169766	+	423	NZ_CABHLW010000004.1_103	susC		
GCF_902167275.1_flavo_1	PUL2	NZ_CABHLW010000004.1_104	NZ_CABHLW010000004.1	169808	171910	+	42	NZ_CABHLW010000004.1_104	susD		
GCF_902167275.1_flavo_1	PUL2	NZ_CABHLW010000004.1_105	NZ_CABHLW010000004.1	172349	175492	+	439	NZ_CABHLW010000004.1_105	susC		
GCF_902167275.1_flavo_1	PUL2	NZ_CABHLW010000004.1_106	NZ_CABHLW010000004.1	175499	177034	+	7	NZ_CABHLW010000004.1_106	susD		
GCF_902167275.1_flavo_1	PUL2	NZ_CABHLW010000004.1_107	NZ_CABHLW010000004.1	177469	180606	+	435	NZ_CABHLW010000004.1_107	susC		
GCF_902167275.1_flavo_1	PUL2	NZ_CABHLW010000004.1_108	NZ_CABHLW010000004.1	180629	182572	+	23	NZ_CABHLW010000004.1_108	susD		
GCF_902167275.1_flavo_1	PUL2	NZ_CABHLW010000004.1_109	NZ_CABHLW010000004.1	182790	184334	+	218	NZ_CABHLW010000004.1_109			
GCF_902167275.1_flavo_1	PUL2	NZ_CABHLW010000004.1_110	NZ_CABHLW010000004.1	184384	185403	+	50	NZ_CABHLW010000004.1_110		GH159	
