genome	pulid	contigid	start	end	pattern
GCF_900129705.1_IMG-taxon_2695420922_annotated_assembly	PUL1	NZ_FQWO01000001.1	483936	503656	GH20-unk-unk-GH29-unk-GH2-GH20-susD-susC
GCF_900129705.1_IMG-taxon_2695420922_annotated_assembly	PUL2	NZ_FQWO01000001.1	504413	509712	susD-susC
GCF_900129705.1_IMG-taxon_2695420922_annotated_assembly	PUL3	NZ_FQWO01000001.1	518739	523669	susD-susC
GCF_900129705.1_IMG-taxon_2695420922_annotated_assembly	PUL4	NZ_FQWO01000001.1	618855	623526	susD-susC
GCF_900129705.1_IMG-taxon_2695420922_annotated_assembly	PUL5	NZ_FQWO01000001.1	632555	640644	GH110-unk-susD-susC
GCF_900129705.1_IMG-taxon_2695420922_annotated_assembly	PUL6	NZ_FQWO01000002.1	354617	359290	susD-susC
GCF_900129705.1_IMG-taxon_2695420922_annotated_assembly	PUL7	NZ_FQWO01000003.1	348799	353885	susD-susC
GCF_900129705.1_IMG-taxon_2695420922_annotated_assembly	PUL8	NZ_FQWO01000004.1	317321	322038	susC-susD
GCF_900129705.1_IMG-taxon_2695420922_annotated_assembly	PUL9	NZ_FQWO01000005.1	10904	15306	susC-susD
GCF_900129705.1_IMG-taxon_2695420922_annotated_assembly	PUL10	NZ_FQWO01000006.1	68087	87401	GH13-GH97-GH65-unk-unk-unk-susC-susD-unk-GH13_10
GCF_900129705.1_IMG-taxon_2695420922_annotated_assembly	PUL11	NZ_FQWO01000007.1	102277	106698	susD-susC
GCF_900129705.1_IMG-taxon_2695420922_annotated_assembly	PUL12	NZ_FQWO01000008.1	4802	10227	susC-susD
GCF_900129705.1_IMG-taxon_2695420922_annotated_assembly	PUL13	NZ_FQWO01000008.1	77826	82558	susC-susD
GCF_900129705.1_IMG-taxon_2695420922_annotated_assembly	PUL14	NZ_FQWO01000009.1	17376	21829	susC-susD
GCF_900129705.1_IMG-taxon_2695420922_annotated_assembly	PUL15	NZ_FQWO01000009.1	148745	153135	susD-susC
GCF_900129705.1_IMG-taxon_2695420922_annotated_assembly	PUL16	NZ_FQWO01000010.1	41590	46068	susD-susC
GCF_900129705.1_IMG-taxon_2695420922_annotated_assembly	PUL17	NZ_FQWO01000010.1	130314	134744	susC-susD
GCF_900129705.1_IMG-taxon_2695420922_annotated_assembly	PUL18	NZ_FQWO01000011.1	67500	82683	susC-susD-unk-unk-unk-susC-susD-CBM47-GH18
GCF_900129705.1_IMG-taxon_2695420922_annotated_assembly	PUL19	NZ_FQWO01000011.1	110144	115307	susC-susD
GCF_900129705.1_IMG-taxon_2695420922_annotated_assembly	PUL20	NZ_FQWO01000012.1	83444	88156	susC-susD
GCF_900129705.1_IMG-taxon_2695420922_annotated_assembly	PUL21	NZ_FQWO01000013.1	83731	92318	susC-susD-unk-GH30_3-GH30_1
GCF_900129705.1_IMG-taxon_2695420922_annotated_assembly	PUL22	NZ_FQWO01000016.1	2880	12745	susD-susC-unk-unk-CE1
GCF_900129705.1_IMG-taxon_2695420922_annotated_assembly	PUL23	NZ_FQWO01000016.1	43899	48717	susC-susD
GCF_900129705.1_IMG-taxon_2695420922_annotated_assembly	PUL24	NZ_FQWO01000017.1	26042	30478	susC-susD
GCF_900129705.1_IMG-taxon_2695420922_annotated_assembly	PUL25	NZ_FQWO01000018.1	12004	16398	susD-susC
