genome	pulid	protein_id	contig	start	end	strand	dist	protein_name	sus	hmm	active
GCA_000464355.2_ASM46435v2	PUL1	AUOT02000013.1_19	AUOT02000013.1	18974	20449	-	0	AUOT02000013.1_19	susD		
GCA_000464355.2_ASM46435v2	PUL1	AUOT02000013.1_20	AUOT02000013.1	20461	24189	-	12	AUOT02000013.1_20	susC		
GCA_000464355.2_ASM46435v2	PUL2	AUOT02000023.1_1	AUOT02000023.1	3	1733	+	-24186	AUOT02000023.1_1	susC		
GCA_000464355.2_ASM46435v2	PUL2	AUOT02000023.1_2	AUOT02000023.1	1795	3216	+	62	AUOT02000023.1_2	susD		
GCA_000464355.2_ASM46435v2	PUL3	AUOT02000063.1_1	AUOT02000063.1	275	2149	-	-2941	AUOT02000063.1_1		GH143	
GCA_000464355.2_ASM46435v2	PUL3	AUOT02000063.1_2	AUOT02000063.1	2269	3186	-	120	AUOT02000063.1_2		GH43_18	
GCA_000464355.2_ASM46435v2	PUL3	AUOT02000063.1_3	AUOT02000063.1	3604	5178	-	418	AUOT02000063.1_3		GH28	
GCA_000464355.2_ASM46435v2	PUL3	AUOT02000063.1_4	AUOT02000063.1	5312	6709	-	134	AUOT02000063.1_4		GH140	
GCA_000464355.2_ASM46435v2	PUL3	AUOT02000063.1_5	AUOT02000063.1	6850	10002	-	141	AUOT02000063.1_5			
GCA_000464355.2_ASM46435v2	PUL3	AUOT02000063.1_6	AUOT02000063.1	10179	11921	-	177	AUOT02000063.1_6		PL1_2	
GCA_000464355.2_ASM46435v2	PUL3	AUOT02000063.1_7	AUOT02000063.1	11977	12648	-	56	AUOT02000063.1_7			
GCA_000464355.2_ASM46435v2	PUL3	AUOT02000063.1_8	AUOT02000063.1	12727	14436	-	79	AUOT02000063.1_8		PL1_2	
GCA_000464355.2_ASM46435v2	PUL3	AUOT02000063.1_9	AUOT02000063.1	14527	16566	-	91	AUOT02000063.1_9	susD		
GCA_000464355.2_ASM46435v2	PUL3	AUOT02000063.1_10	AUOT02000063.1	16595	19798	-	29	AUOT02000063.1_10	susC		
GCA_000464355.2_ASM46435v2	PUL4	AUOT02000066.1_10	AUOT02000066.1	17105	20044	+	-2693	AUOT02000066.1_10	susC		
