genome	pulid	protein_id	contig	start	end	strand	dist	protein_name	sus	hmm	active
GCF_902167285.1_flavo_4	PUL1	NZ_CABHLZ020000002.1_70	NZ_CABHLZ020000002.1	113097	114983	-	0	NZ_CABHLZ020000002.1_70	susD		
GCF_902167285.1_flavo_4	PUL1	NZ_CABHLZ020000002.1_71	NZ_CABHLZ020000002.1	115000	118107	-	17	NZ_CABHLZ020000002.1_71	susC		
GCF_902167285.1_flavo_4	PUL2	NZ_CABHLZ020000002.1_95	NZ_CABHLZ020000002.1	148855	152292	+	30748	NZ_CABHLZ020000002.1_95	susC		
GCF_902167285.1_flavo_4	PUL2	NZ_CABHLZ020000002.1_96	NZ_CABHLZ020000002.1	152300	153733	+	8	NZ_CABHLZ020000002.1_96	susD		
GCF_902167285.1_flavo_4	PUL2	NZ_CABHLZ020000002.1_97	NZ_CABHLZ020000002.1	153743	155317	+	10	NZ_CABHLZ020000002.1_97			
GCF_902167285.1_flavo_4	PUL2	NZ_CABHLZ020000002.1_98	NZ_CABHLZ020000002.1	155331	156227	+	14	NZ_CABHLZ020000002.1_98			
GCF_902167285.1_flavo_4	PUL2	NZ_CABHLZ020000002.1_99	NZ_CABHLZ020000002.1	156426	157718	+	199	NZ_CABHLZ020000002.1_99			
GCF_902167285.1_flavo_4	PUL2	NZ_CABHLZ020000002.1_100	NZ_CABHLZ020000002.1	157754	158734	-	36	NZ_CABHLZ020000002.1_100			
GCF_902167285.1_flavo_4	PUL2	NZ_CABHLZ020000002.1_101	NZ_CABHLZ020000002.1	159165	160973	-	431	NZ_CABHLZ020000002.1_101		CE10;GH43_18	
GCF_902167285.1_flavo_4	PUL2	NZ_CABHLZ020000002.1_102	NZ_CABHLZ020000002.1	160957	163923	-	-16	NZ_CABHLZ020000002.1_102		GH2	
GCF_902167285.1_flavo_4	PUL2	NZ_CABHLZ020000002.1_103	NZ_CABHLZ020000002.1	163923	165047	-	0	NZ_CABHLZ020000002.1_103		GH105	
GCF_902167285.1_flavo_4	PUL2	NZ_CABHLZ020000002.1_104	NZ_CABHLZ020000002.1	165070	167856	-	23	NZ_CABHLZ020000002.1_104		GH106	
GCF_902167285.1_flavo_4	PUL2	NZ_CABHLZ020000002.1_105	NZ_CABHLZ020000002.1	168279	171431	+	423	NZ_CABHLZ020000002.1_105	susC		
GCF_902167285.1_flavo_4	PUL2	NZ_CABHLZ020000002.1_106	NZ_CABHLZ020000002.1	171473	173575	+	42	NZ_CABHLZ020000002.1_106	susD		
GCF_902167285.1_flavo_4	PUL2	NZ_CABHLZ020000002.1_107	NZ_CABHLZ020000002.1	174014	177157	+	439	NZ_CABHLZ020000002.1_107	susC		
GCF_902167285.1_flavo_4	PUL2	NZ_CABHLZ020000002.1_108	NZ_CABHLZ020000002.1	177164	178699	+	7	NZ_CABHLZ020000002.1_108	susD		
GCF_902167285.1_flavo_4	PUL2	NZ_CABHLZ020000002.1_109	NZ_CABHLZ020000002.1	179134	182271	+	435	NZ_CABHLZ020000002.1_109	susC		
GCF_902167285.1_flavo_4	PUL2	NZ_CABHLZ020000002.1_110	NZ_CABHLZ020000002.1	182294	184237	+	23	NZ_CABHLZ020000002.1_110	susD		
GCF_902167285.1_flavo_4	PUL2	NZ_CABHLZ020000002.1_111	NZ_CABHLZ020000002.1	184455	185999	+	218	NZ_CABHLZ020000002.1_111			
GCF_902167285.1_flavo_4	PUL2	NZ_CABHLZ020000002.1_112	NZ_CABHLZ020000002.1	186049	187068	+	50	NZ_CABHLZ020000002.1_112		GH159	
GCF_902167285.1_flavo_4	PUL2	NZ_CABHLZ020000002.1_113	NZ_CABHLZ020000002.1	187071	187400	+	3	NZ_CABHLZ020000002.1_113			
