genome	pulid	contigid	start	end	pattern
GCF_903819435.1_CIP111411	PUL1	NZ_CAIJDP010000044.1	14946	19935	susC-susD
GCF_903819435.1_CIP111411	PUL2	NZ_CAIJDP010000046.1	27453	72194	susC-susD-PL1_2-unk-PL1_2-unk-GH140-GH28-unk-GH43_18-GH143-CBM67;GH78-unk-GH95-GH142-unk-CBM67;GH78-unk-unk-GH33-unk-GH138-CBM57;GH2-GH2
GCF_903819435.1_CIP111411	PUL3	NZ_CAIJDP010000052.1	23478	28029	susC-susD
GCF_903819435.1_CIP111411	PUL4	NZ_CAIJDP010000052.1	38234	42846	susC-susD
GCF_903819435.1_CIP111411	PUL5	NZ_CAIJDP010000052.1	43520	68827	GH3-GH97-GH3-GH43_10-GH30_8-GH115-CE1;CE6-unk-GH43_12-susD-susC
GCF_903819435.1_CIP111411	PUL6	NZ_CAIJDP010000058.1	22774	42180	CE12-CE10-GH28;CBM6-CE8;CBM6-GH28-GH105-GH43_10-unk-susD-susC
GCF_903819435.1_CIP111411	PUL7	NZ_CAIJDP010000060.1	19772	32789	susC-susD-unk-unk-susC-susD
GCF_903819435.1_CIP111411	PUL8	NZ_CAIJDP010000060.1	44383	49388	susD-susC
GCF_903819435.1_CIP111411	PUL9	NZ_CAIJDP010000060.1	76893	81368	susC-susD
GCF_903819435.1_CIP111411	PUL10	NZ_CAIJDP010000060.1	185822	190527	susC-susD
GCF_903819435.1_CIP111411	PUL11	NZ_CAIJDP010000062.1	57975	83170	susC-susD-unk-unk-GH2-unk-GH31-GH97-GH39-GH3-GH5_4-GH5_4-unk-GH95
GCF_903819435.1_CIP111411	PUL12	NZ_CAIJDP010000066.1	29848	45701	susC-susD-GH43_5-GH51-GH43_4-GH43_29-GH146-GH43_5-GH51
GCF_903819435.1_CIP111411	PUL13	NZ_CAIJDP010000068.1	310165	330645	GH5_2-GH27-unk-susD-susC-unk-GH26-unk-GH130-unk-unk-GH26-GH5_7-GH97
GCF_903819435.1_CIP111411	PUL14	NZ_CAIJDP010000069.1	19380	29627	susC-susD-unk-unk-CE8
GCF_903819435.1_CIP111411	PUL15	NZ_CAIJDP010000071.1	17811	28063	GH20-unk-GH18-susD-susC
GCF_903819435.1_CIP111411	PUL16	NZ_CAIJDP010000071.1	105923	141211	GH33-unk-susD-susC-GH3-GH92-GH29-GH35-GH20-unk-unk-GH18-CBM9-GH130-unk-GH92-unk-unk-unk-CBM32;GH29
GCF_903819435.1_CIP111411	PUL17	NZ_CAIJDP010000071.1	159125	169588	susC-susD-unk-GH53-GH53-GH2
GCF_903819435.1_CIP111411	PUL18	NZ_CAIJDP010000071.1	187458	192181	susC-susD
GCF_903819435.1_CIP111411	PUL19	NZ_CAIJDP010000071.1	223833	228505	susC-susD
GCF_903819435.1_CIP111411	PUL20	NZ_CAIJDP010000075.1	19307	23708	susD-susC
GCF_903819435.1_CIP111411	PUL21	NZ_CAIJDP010000079.1	177204	258311	GH16-GH128;CBM62-susD-susC-GH105-GH154-unk-GH2-GH39-GH130-unk-unk-unk-GH97-GH31-GH29-unk-unk-unk-unk-GH51-GH28-unk-unk-GH2-unk-unk-unk-GH28-unk-unk-unk-GH92-GH92-susD-susC-unk-GH89-unk-unk-unk-GT83
GCF_903819435.1_CIP111411	PUL22	NZ_CAIJDP010000079.1	325766	330605	susC-susD
GCF_903819435.1_CIP111411	PUL23	NZ_CAIJDP010000079.1	335817	393166	GT4-CE4-PL11_1-unk-unk-CE12-GH2-CE12-unk-unk-unk-unk-GH115-GH28-GH43_24-GH2-unk-GH105-unk-unk-unk-GH117-GH159-PL11_1-unk-susD-susC-unk-susD-susC-GH106-GH105-CE10;GH43_18
GCF_903819435.1_CIP111411	PUL24	NZ_CAIJDP010000082.1	7816	12779	susD-susC
GCF_903819435.1_CIP111411	PUL25	NZ_CAIJDP010000082.1	36570	41512	susD-susC
GCF_903819435.1_CIP111411	PUL26	NZ_CAIJDP010000082.1	87749	92816	susD-susC
GCF_903819435.1_CIP111411	PUL27	NZ_CAIJDP010000083.1	18766	23825	susC-susD
GCF_903819435.1_CIP111411	PUL28	NZ_CAIJDP010000083.1	46084	51029	susD-susC
GCF_903819435.1_CIP111411	PUL29	NZ_CAIJDP010000083.1	55780	60566	susC-susD
GCF_903819435.1_CIP111411	PUL30	NZ_CAIJDP010000084.1	110504	115704	susD-susC
GCF_903819435.1_CIP111411	PUL31	NZ_CAIJDP010000088.1	183413	193005	susC-susD-susC-susD
GCF_903819435.1_CIP111411	PUL32	NZ_CAIJDP010000089.1	30029	34653	susD-susC
GCF_903819435.1_CIP111411	PUL33	NZ_CAIJDP010000089.1	37708	42933	susD-susC
GCF_903819435.1_CIP111411	PUL34	NZ_CAIJDP010000089.1	245909	262543	GH43_34;GH43_19-GH51-GH27-GH2-GH30_4-GH30_4-susD-susC
GCF_903819435.1_CIP111411	PUL35	NZ_CAIJDP010000089.1	329134	340321	GH43_28;CBM32-GH3-CE1-GH144-susD-susC
GCF_903819435.1_CIP111411	PUL36	NZ_CAIJDP010000090.1	219656	228337	GH16-GH16-unk-susD-susC
