genome	pulid	protein_id	contig	start	end	strand	dist	protein_name	sus	hmm	active
GCF_001429765.1_Root901	PUL1	NZ_LMJB01000001.1_32	NZ_LMJB01000001.1	38501	41605	+	0	NZ_LMJB01000001.1_32	susC		
GCF_001429765.1_Root901	PUL1	NZ_LMJB01000001.1_33	NZ_LMJB01000001.1	41666	43189	+	61	NZ_LMJB01000001.1_33	susD		
GCF_001429765.1_Root901	PUL1	NZ_LMJB01000001.1_34	NZ_LMJB01000001.1	43196	44299	+	7	NZ_LMJB01000001.1_34			
GCF_001429765.1_Root901	PUL1	NZ_LMJB01000001.1_35	NZ_LMJB01000001.1	44420	45808	+	121	NZ_LMJB01000001.1_35		GH10	
GCF_001429765.1_Root901	PUL1	NZ_LMJB01000001.1_36	NZ_LMJB01000001.1	45898	46797	-	90	NZ_LMJB01000001.1_36		GH16	
GCF_001429765.1_Root901	PUL1	NZ_LMJB01000001.1_37	NZ_LMJB01000001.1	47065	48219	-	268	NZ_LMJB01000001.1_37			
GCF_001429765.1_Root901	PUL1	NZ_LMJB01000001.1_38	NZ_LMJB01000001.1	48285	48737	-	66	NZ_LMJB01000001.1_38			
GCF_001429765.1_Root901	PUL1	NZ_LMJB01000001.1_39	NZ_LMJB01000001.1	48931	50058	-	194	NZ_LMJB01000001.1_39		CE1	
GCF_001429765.1_Root901	PUL1	NZ_LMJB01000001.1_40	NZ_LMJB01000001.1	50070	51365	-	12	NZ_LMJB01000001.1_40		GH8	
GCF_001429765.1_Root901	PUL1	NZ_LMJB01000001.1_41	NZ_LMJB01000001.1	51417	52379	-	52	NZ_LMJB01000001.1_41		GH43_29	
GCF_001429765.1_Root901	PUL1	NZ_LMJB01000001.1_42	NZ_LMJB01000001.1	52516	53982	-	137	NZ_LMJB01000001.1_42	susD		
GCF_001429765.1_Root901	PUL1	NZ_LMJB01000001.1_43	NZ_LMJB01000001.1	54022	57030	-	40	NZ_LMJB01000001.1_43	susC		
